name,target,norm_cs
curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH,-0.52
BRD-K41170226,GPBAR1|EFL1|FPR1,-0.52
EHNA,ADA|PDE2A,-0.52
PCA-4248,PTAFR,-0.52
lansoprazole,ATP4A|CYP2C19|CYP3A4|CYP3A5|ATP4B,-0.52
estramustine-phosphate,ESR1|ESR2|MAP1A|MAP2,-0.52
SB-222200,TACR3,-0.52
nabumetone,PTGS2|AKR1C3|CYP2B6|CYP2C19|CYP2E1|PTGS1,-0.52
PI-103,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC,-0.52
DY-131,ESRRG|ESRRB|ESR2,-0.52
thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2,-0.52
riociguat,GUCY1A3|GUCY1B3|GUCY1A2|GUCY1B2,-0.52
paroxetine,SLC6A4|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2A|SLC6A2,-0.52
cyclopentolate,CHRM1,-0.53
mebeverine,CHRM1|CHRM2|CHRM3|CHRM4,-0.53
rifaximin,NR1I2|CYP3A4,-0.53
BRD-K19136521,CDK1|CDK2|CDK5|CCNE1|CDK4|CDK9|LCK|LRRK1|LRRK2|CDK5R1|GSK3B,-0.53
eugenol,MAOA|AR,-0.53
cefoperazone,,-0.53
naftidrofuryl,,-0.53
ML-9,TRPC6,-0.53
LY-294002,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,-0.53
hexylcaine,SCN5A|SCN10A,-0.53
BMS-345541,IKBKB|CHUK,-0.53
maackiain,,-0.53
balaglitazone,PPARG|INS,-0.53
etizolam,GABRA1|GABRA2|GABRA3|GABRA5|PTAFR,-0.53
galeterone,AR|CYP17A1,-0.53
brexpiprazole,DRD2|HTR1A|HTR2A|DRD3,-0.53
roquinimex,,-0.53
estriol,ESR1|ESR2,-0.53
isoquercetin,AKR1B1,-0.53
talnetant,TACR3|TACR2,-0.53
SB-525334,TGFBR1,-0.53
trimipramine,SLC6A2|SLC6A4|SLC6A3|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR1D|HTR2A|HTR2C|HTR3A,-0.53
oxiperomide,,-0.53
PK-11195,TSPO|NR1I2|NR1I3,-0.54
KIN001-266,,-0.54
nonoxynol-9,,-0.54
atomoxetine,SLC6A2|SLC6A3|SLC6A4|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,-0.54
BRD-A29731977,,-0.54
m-3M3FBS,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2,-0.54
TPCA-1,IKBKB,-0.54
calycanthine,,-0.54
BADGE,PPARG,-0.54
DPI-201106,ADRB2,-0.54
rasagiline,MAOB|BCL2,-0.54
parachlorophenol,,-0.54
pinacidil,ABCC9|KCNJ8|ABCC8,-0.54
pepstatin,CTSB|CTSD|CTSL|REN,-0.54
edaravone,BCL2,-0.54
Y-26763,KCNJ8|ABCC9,-0.54
meclizine,NR1I3|HRH1,-0.54
NNC-55-0396,CATSPER1|CATSPER2|CATSPER3|CATSPER4,-0.54
ZK-93423,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,-0.54
verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,-0.54
BRD-K05396879,,-0.54
KU-55933,ATM|PRKDC,-0.54
xanthinol,,-0.54
disopyramide,SCN5A|CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2,-0.54
ruxolitinib,JAK1|JAK2|TYK2|JAK3,-0.54
N-6022,ADH5,-0.55
PD-102807,CHRM4,-0.55
ticagrelor,P2RY12|CYP3A5,-0.55
eugenol,MAOA|AR,-0.55
sirolimus,MTOR|FKBP1A|CCR5|FGF2,-0.55
tacedinaline,HDAC1,-0.55
SN-38,TOP1,-0.55
navitoclax,BCL2|BCL2L1|BCL2L2,-0.55
fludrocortisone-acetate,NR3C2|AR|NR3C1,-0.55
cobicistat,CYP3A4|SLCO1B3|CYP3A43|CYP3A5|CYP3A7,-0.55
fillalbin,,-0.55
CS-1657,PARP1,-0.55
paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1,-0.55
tanespimycin,HSP90AA1|CHEK1,-0.55
BRD-K10136726,,-0.55
2-aminopurine,,-0.55
benzohydroxamic-acid,,-0.55
TC-H-106,HDAC1|HDAC2|HDAC3|HDAC8,-0.55
nifekalant,,-0.55
regorafenib,KDR|KIT|RET|FLT1|FLT4|PDGFRA|TEK|BRAF|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1|CYP2B6|CYP2C19|CYP2C8|FGF2|EPHA2|NTRK1,-0.55
EI-273,PRKCA|PRKCG,-0.55
favipiravir,,-0.56
VU-0420363-1,,-0.56
JWE-035,AURKA,-0.56
telcagepant,CALCRL|RAMP1|CALCA,-0.56
BRD-K61217870,,-0.56
phenelzine,MAOB|AOC3|MAOA|ABAT|GAD2|GPT|GPT2|SLC6A2|SLC6A3|SLC6A4,-0.56
avasimibe,ABCB1|SOAT1|CES1,-0.56
coumarin,CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6,-0.56
alprostadil,PTGER1|PTGER2|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGER4|PTGIR,-0.56
metaxalone,,-0.56
RG-4733,NOTCH1|PSEN1,-0.56
buparlisib,PIK3CA|PIK3CG,-0.56
BI-2536,PLK1|BRD4|PLK2|PLK3,-0.56
triprolidine,HRH1,-0.56
tebipenem,CNR1,-0.56
FR-122047,,-0.56
entacapone,COMT,-0.56
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-0.56
oxaprozin,PTGS1|PTGS2,-0.56
GS-9973,SYK,-0.56
ergocornine,DRD2,-0.56
acarbose,GAA|MGAM|AMY2A|SI,-0.56
loperamide,OPRM1|OPRD1|CYP2B6|CYP2C8|NPR2|CACNA1A|CALM1|OPRK1|POMC,-0.56
noretynodrel,PGR,-0.56
clofoctol,,-0.56
GW-1929,PPARG|INS,-0.56
BRD-K84924563,,-0.56
BMS-777607,MET|AXL|MERTK|MST1R|TYRO3|FLT3,-0.56
quetiapine,DRD2|HTR1A|HTR2A|DRD1|HRH1|HTR1D|HTR1E|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD3|DRD4|DRD5|HTR1B|HTR1F|HTR2C|HTR3A|HTR6|HTR7|SLC6A2,-0.56
perindopril,ACE,-0.56
dilazep,SLC29A1|CACNA1C,-0.56
phenylbutyrate,CYP3A5|HDAC1,-0.56
hyoscyamine,CHRM1|CHRM2|CHRM3|CHRM4,-0.56
loteprednol,NR3C1,-0.56
topiroxostat,XDH,-0.56
allopurinol,XDH,-0.56
methylstat,,-0.56
rotigotine,DRD2|DRD3|DRD4|DRD1|DRD5|ADRA2B|HTR1A,-0.56
miconazole,CYP19A1|KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5,-0.56
reboxetine,SLC6A2,-0.57
norcitalopram,,-0.57
medrysone,NR3C1,-0.57
NSC-94258,,-0.57
L-750667,DRD4,-0.57
meglitinide,ABCC8|KCNJ11|CCR2,-0.57
BRD-A39747742,ESR1,-0.57
CAY-10585,HIF1A,-0.57
GW-583340,EGFR|ERBB2,-0.57
amsacrine,TOP2A|KCNH2,-0.57
pravastatin,HMGCR|SLCO1B1,-0.57
BRD-K15107389,,-0.57
metformin,INS|ACACB|PRKAB1,-0.57
phenylbutyrate,CYP3A5|HDAC1,-0.57
isoeugenol,,-0.57
PF-750,FAAH,-0.57
brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-0.57
bretazenil,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6,-0.57
BMS-191011,KCNMA1,-0.57
treprostinil,PTGIR,-0.57
primidone,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,-0.57
mupirocin,,-0.57
AG-490,JAK2|JAK3|STAT3|EGFR,-0.57
S-ruxolitinib,,-0.57
loxapine,DRD2|DRD3|DRD4|HTR2A|HTR2C|DRD1|HRH1|HTR6|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR3A|HTR5A|HTR7|SLC6A2|SLC6A3|SLC6A4,-0.57
tremulacin,,-0.57
JNJ-38877605,MET,-0.57
latanoprost,PTGFR,-0.57
phloretin,AQP9|CLCN3|SLC23A1,-0.57
BRD-K25690923,,-0.57
tegafur,TYMS,-0.57
BP-554,HTR1A,-0.57
bitopertin,SLC6A9|SLC6A5,-0.57
dibutyrylcyclic-gmp,,-0.57
AGK-2,SIRT2,-0.57
hydroxyfasudil,ROCK1|ROCK2|PKIA|PRKACA,-0.57
iocetamic-acid,,-0.57
theobromine,ADORA1|ADORA2A|PDE4B,-0.57
RG-7388,MDM2|TP53,-0.57
LY-456236,GRM1,-0.57
ZM-447439,AURKA|AURKB,-0.57
caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3,-0.57
isoquercetin,AKR1B1,-0.57
dienestrol,ESR1,-0.58
ecopipam,DRD1|DRD5,-0.58
RG-4733,NOTCH1|PSEN1,-0.58
R-59022,DGKA,-0.58
AZD-1480,JAK1|JAK2|JAK3,-0.58
octopamine,F10|TAAR1,-0.58
DNQX,GRIA1|GRIA2|GRIK1|GRIN1|GRIN2A|GRIN2B,-0.58
rivaroxaban,F10|CYP2J2|CYP3A5,-0.58
lapatinib,EGFR|ERBB2|CYP3A5,-0.58
racecadotril,MME,-0.58
targinine,NOS2|NOS3,-0.58
parthenolide,,-0.58
triamcinolone,NR3C1|SERPINA6,-0.58
SKF-81297,DRD1|DRD5,-0.58
olaparib,PARP1|PARP2|PARP3,-0.58
BRD-K20497775,,-0.58
BRD-K02581333,,-0.58
pentobarbital,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,-0.58
idoxuridine,,-0.58
BRD-K37846922,,-0.58
AG-490,JAK2|JAK3|STAT3|EGFR,-0.58
auraptene,MAOB,-0.58
AS-601245,MAPK10|MAPK8|MAPK9,-0.58
netupitant,TACR1,-0.58
benzthiazide,CA2|SLC12A3|CA1|CA12|CA4|CA9,-0.58
norcyclobenzaprine,,-0.58
fluticasone-propionate,NR3C1|PGR|CYP3A5|CYP3A7|NR3C2|PLA2G4A,-0.58
amoxicillin,SLC15A1|CYP2C19|SLC15A2|SLC22A6,-0.58
ursolic-acid,HSD11B1|PTPN1|ACHE|CASP3|STS|PLA2G1B|PYGM,-0.58
LY-225910,CCKBR,-0.58
calpeptin,,-0.58
laropiprant,PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGFR|PTGIR|TBXA2R,-0.58
proguanil,CYP2C19|DHFR,-0.58
kynuramine,,-0.58
PF-562271,PTK2|PTK2B,-0.58
amoxicillin,SLC15A1|CYP2C19|SLC15A2|SLC22A6,-0.58
BRD-K19136521,CDK1|CDK2|CDK5|CCNE1|CDK4|CDK9|LCK|LRRK1|LRRK2|CDK5R1|GSK3B,-0.58
PF-04217903,MET,-0.58
acyclovir,PNP,-0.58
RS-67333,HTR4,-0.58
dactinomycin,POLR2A,-0.58
ketocholesterol,,-0.58
prednisolone-hemisuccinate,NR3C1,-0.58
JNK-9L,MAPK8,-0.58
mephentermine,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3,-0.58
WZ-4002,EGFR|ERBB2,-0.58
cholic-acid,CES1|FECH|PLA2G1B|ADH1C|COX1|COX2|COX3|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|GPBAR1,-0.58
AS-703026,MAP2K1|MAP2K2,-0.58
rutin,AKR1C3|AKR1B1,-0.59
digitoxin,ATP1A1,-0.59
BD-1008,,-0.59
BRD-K26664453,ACTB,-0.59
OM-137,,-0.59
amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7,-0.59
kynurenic-acid,GPR35|GRIN1|GRIN2A|GRIN2B,-0.59
ZK-164015,ESR1|ESR2,-0.59
fulvestrant,ESR1|EPHX2|ESR2|GPER1,-0.59
GANT-61,DHH|IHH|GLI1|GLI2,-0.59
nisoldipine,CACNA1C|CACNA1D|CACNA1S|CYP3A5|CACNA1F|CACNA2D1|CACNB2,-0.59
hydrastine,,-0.59
BRD-K07888196,,-0.59
tetradecylthioacetic-acid,,-0.59
tomelukast,CYSLTR1,-0.59
mianserin,HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|HRH1|HTR2B|HTR6|HTR7|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD5|HRH2|HRH4|HTR1A|HTR1F|OPRK1|SLC6A2|SLC6A3|SLC6A4,-0.59
BX-795,PDPK1|IKBKE|TBK1|CDK2|CHEK1|GSK3B|KDR|PDK1,-0.59
reserpic-acid,,-0.59
darinaparsin,,-0.59
rifaximin,NR1I2|CYP3A4,-0.59
mepazine,MALT1,-0.59
I-BET-151,,-0.59
triacetylresveratrol,,-0.59
acyclovir,PNP,-0.59
L-655240,PTGES,-0.59
copanlisib,PIK3CA|PIK3CD|PIK3CB|PIK3CG,-0.59
riboflavin,BLVRB|RFK,-0.59
asymmetrical-dimethylarginine,NOS2|NOS3,-0.59
BP-554,HTR1A,-0.59
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.59
MGCD-265,MET|KDR|AXL,-0.59
PF-02545920,PDE10A,-0.59
calcitriol,VDR|CYP3A5,-0.59
U-0126,MAP2K1|MAP2K2|JAK2|AKT1|CHEK1|GSK3B|LCK|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1,-0.59
aprepitant,TACR1|CYP2C19,-0.59
FK-888,TACR1|TACR2,-0.59
GSK-1070916,AURKB|AURKC|AURKA|CYP2D6|CYP3A4,-0.59
QW-BI-011,EHMT2,-0.59
niacin,HCAR2|HCAR3|DGAT2|HCAR1|NNMT|QPRT,-0.59
lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A,-0.59
malonoben,EGFR,-0.59
nutlin-3,MDM2|TP53,-0.59
ornidazole,,-0.59
JW-74,TNKS|TNKS2,-0.59
chlorcyclizine,HRH1,-0.59
SB-218078,CHEK1,-0.59
A-66,PIK3CA,-0.59
cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19,-0.59
trientine,CA14,-0.59
ponatinib,ABL1|BCR|FLT3|RET|FGFR1|FGFR2|FGFR3|FGFR4|KIT|TEK|CYP2C8|CYP3A5|FGF2|FLT1|KDR|LCK|LYN|PDGFRA|SRC,-0.59
KIN001-242,RPS6KA3,-0.59
fiacitabine,,-0.59
loperamide,OPRM1|OPRD1|CYP2B6|CYP2C8|NPR2|CACNA1A|CALM1|OPRK1|POMC,-0.59
BRD-K02581333,,-0.59
5-iodotubercidin,,-0.59
fenobam,GRM5,-0.59
aminocaproic-acid,PLG|PLAT|LPA,-0.59
chaetocin,SUV39H1,-0.59
tyrphostin,ERBB2,-0.59
rucinol,TYR,-0.59
clomipramine,SLC6A4|SLC6A2|CYP2C19|GSTP1|HTR2A|HTR2B|HTR2C|SLC6A3,-0.6
selumetinib,MAP2K1|MAP2K2,-0.6
bromhexine,,-0.6
pitavastatin,HMGCR|APOA1|CYP2C8,-0.6
oncrasin-1,,-0.6
sulconazole,,-0.6
KB-R7943,SLC8A1|TRPC3|TRPC5|TRPC6,-0.6
meclofenoxate,,-0.6
imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET,-0.6
ML-7,MYLK,-0.6
VX-661,CFTR,-0.6
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-0.6
dexamethasone,NR3C1,-0.6
GDC-0068,AKT1|AKT2|AKT3|CYP3A5|PRKG1,-0.6
BRD-K81647657,,-0.6
loracarbef,,-0.6
edaravone,BCL2,-0.6
laropiprant,PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGFR|PTGIR|TBXA2R,-0.6
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.6
ISOX,HDAC6,-0.6
VU-0418946-1,,-0.6
cerulenin,FASN,-0.6
BRD-K09907482,,-0.6
ritodrine,ADRB2,-0.6
SR-95639A,CHRM1,-0.6
cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B,-0.6
cabergoline,DRD2|ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|PRL|ADRA1B|ADRA1D|ADRB1|ADRB2|HTR7,-0.6
DPCPX,ADORA1|CFTR|ADORA2A|ADORA2B|ADORA3,-0.6
SK-383933,DRD1|DRD5,-0.6
AST-1306,EGFR|ERBB2|ERBB4,-0.6
O6-benzylguanine,MGMT,-0.6
chloroxine,OPRK1,-0.6
cinnarizine,HRH1,-0.6
GDC-0980,MTOR|PIK3CG|FGR|MAP3K9|PIK3CA|PIK3CB|PIK3CD|SYK,-0.6
IOX-1,KDM4A|EGLN1|KDM3A|KDM4C|KDM6B,-0.6
fludarabine,ADA|RRM1|RRM2,-0.6
pirenzepine,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-0.6
clofazimine,,-0.6
vindesine,TUBB|TUBB1,-0.6
BRD-K63750851,IMPDH1|IMPDH2,-0.6
bretazenil,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6,-0.6
sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET,-0.6
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.6
tenovins,SIRT1|SIRT2,-0.6
benzydamine,,-0.6
relcovaptan,AVPR1A|AVPR1B|AVPR2|OXTR,-0.6
ellagic-acid,CA1|CA12|CA14|CA2|CA4|CA6|CA9|SYK|AKR1B1|BACE1|CA3|CA5A|CA5B|CA7|CSNK2A1|GSK3B|PRKACA|PRKCA|PRKCB|SQLE,-0.6
raltegravir,,-0.6
BRD-U01690642,,-0.6
ICI-89406,ADRB1|ADRB2,-0.6
levothyroxine,THRA|THRB,-0.6
LY-215490,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1,-0.6
terconazole,,-0.6
KU-0063794,MTOR,-0.6
IKK-16,IKBKB,-0.6
roscovitine,CDK2|CDK9|CDK7|CDK1|CDK5,-0.6
probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1,-0.6
idelalisib,PIK3CD|PIK3CG|CCL3|CCL4|PIK3CA|PIK3CB,-0.6
GR-113808,HTR4,-0.61
betulinic-acid,GPBAR1|CASP3|CASP8|TOP1,-0.61
BRD-K50311478,,-0.61
PF-3845,FAAH,-0.61
torin-2,MTOR,-0.61
NSC-4644,SOAT1|PYGM,-0.61
isoxicam,PTGS1|PTGS2,-0.61
LY-225910,CCKBR,-0.61
nicergoline,ADRA1A,-0.61
LY-2157299,TGFBR1,-0.61
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-0.61
importazole,KPNB1,-0.61
ZK-93423,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,-0.61
TG-100801,SRC|EPHB4|FGFR1|FLT1|KDR,-0.61
T-0156,PDE5A,-0.61
BS-181,CDK7,-0.61
E-4031,KCNH2|KCNH1,-0.61
MDM2-inhibitor,,-0.61
ranitidine,HRH2|SLC22A2,-0.61
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-0.61
LY-2140023,GRM3|GRM2,-0.61
cefaclor,,-0.61
butylscopolammonium,,-0.61
BU-239,,-0.61
CYT-387,JAK1|JAK2|JAK3,-0.61
RVX-208,APOA1|BRD4|BRD3,-0.61
ergometrine,HTR2A,-0.61
ivermectin,CHRNA7|GABRB3|GLRA3|P2RX7,-0.61
PF-3845,FAAH,-0.61
fosinopril,ACE|ABCG2,-0.61
zaprinast,PDE5A|GPR35|PDE1A|PDE4D|PDE9A,-0.61
dienestrol,ESR1,-0.61
ornidazole,,-0.61
BAY-59-3074,CNR1|CNR2,-0.61
ftorafur,TYMS,-0.61
PF-750,FAAH,-0.61
vortioxetine,HTR1A|HTR1B|HTR7|SLC6A4|HTR1D|CYP2B6|CYP2C19|CYP2C8|CYP3A5|HTR2A|HTR2C|HTR3A|HTR5A|HTR6,-0.61
olopatadine,HRH1|S100A1|S100A12|S100A13|S100A2|S100B,-0.61
ALW-II-49-7,DDR1,-0.61
nutlin-3,MDM2|TP53,-0.61
CHEMBL-374350,,-0.61
ketoprofen,PTGS2|PTGS1|CXCR1|SLC5A8,-0.61
GW-1929,PPARG|INS,-0.61
BW-B70C,ALOX5,-0.61
SD-169,MAPK14,-0.61
brimonidine,ADRA2A|ADRA2B|ADRA2C|AOX1,-0.61
pifithrin-alpha,TP53,-0.61
AZD-8055,MTOR,-0.61
terfenadine,HRH1|KCNH2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|KCNH1,-0.61
piperidolate,CHRM1,-0.61
imexon,RRM1|RRM2,-0.61
dydrogesterone,PGR,-0.61
periplocymarin,,-0.61
EMF-BCA1-60,,-0.61
vincamine,CHRM1|CHRM2|CHRM3|CHRM4,-0.61
ticagrelor,P2RY12|CYP3A5,-0.61
dasatinib,ABL1|FYN|LCK|SRC|KIT|YES1|EPHA2|LYN|PDGFRB|BCR|BTK|DDR1|DDR2|PDGFRA|ABL2|BLK|FGR|FRK|HCK|SRMS|STAT5B,-0.62
clebopride,DRD2|ACHE,-0.62
ponatinib,ABL1|BCR|FLT3|RET|FGFR1|FGFR2|FGFR3|FGFR4|KIT|TEK|CYP2C8|CYP3A5|FGF2|FLT1|KDR|LCK|LYN|PDGFRA|SRC,-0.62
pioglitazone,PPARG|INS|TRPM3,-0.62
kavain,MTOR,-0.62
hexylcaine,SCN5A|SCN10A,-0.62
tosedostat,ANPEP|NPEPPS|LAP3,-0.62
ASC-J9,AR,-0.62
L-741626,DRD2,-0.62
ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,-0.62
dienestrol,ESR1,-0.62
ochratoxin-a,,-0.62
clomethiazole,GABRA1,-0.62
SA-94315,CASP3,-0.62
aminolevulinic-acid,,-0.62
reserpic-acid,,-0.62
BRD-K34533029,EGFR,-0.62
GSK-1904529A,IGF1R|INSR,-0.62
A-769662,,-0.62
ciglitazone,PPARG|INS,-0.62
methylene-blue,ACHE|MAPT,-0.62
A-443654,AKT1|AKT2,-0.62
IKK-16,IKBKB,-0.62
carbacyclin,PTGIR|PPARD,-0.62
elesclomol,TOP2A|HSPA1A,-0.62
silibinin,ALOX5,-0.62
PNU-96415E,,-0.62
