name,target,norm_cs
remoxipride,DRD2|DRD3|DRD4|HTR2A|SIGMAR1,-1.23
MY-5445,PDE5A,-1.26
BRD-K97118047,,-0.78
docosatrienoic-acid,,-0.86
ethisterone,TYR,-0.95
CCMQ,,-0.63
SB-221284,HTR2B|HTR2C|HTR2A,-1.17
SR-95639A,CHRM1,-0.68
dipropyl-5ct,,-0.8
ZM-323881,KDR,-0.66
BRD-K00824317,NR3C1|SERPINA6,-1.09
proguanil,CYP2C19|DHFR,-0.85
TER-14687,PRKCQ,-0.9
BRD-K00824317,NR3C1|SERPINA6,-0.98
DUP-697,PTGS2,-0.93
RS-100329,ADRA1A|ADRA1D,-0.82
lasalocid,,-1.18
SR-59230A,ADRB3|ADRB1|ADRB2,-0.96
clocortolone-pivalate,NR3C1|PLA2G1B,-0.97
tramadol,OPRM1|SLC6A2|SLC6A4|CYP2B6|CHRFAM7A|CHRM3|GRIN3A|HTR2C|OPRD1|OPRK1,-0.68
nateglinide,ABCC8|KCNJ11|CYP3A4|INS|KCNJ10|PPARG,-0.94
pyrimethamine,DHFRP1|HEXA|STAT3|DHFR|SLC47A1,-0.96
xanthoxyline,,-0.7
BRD-K14965640,PTGS2|PTGS1|ASIC1|BCL2|CFTR|FABP2|PLAT|PPARG|SLC5A8|THBD,-0.78
dipropyl-5ct,,-0.67
pentylenetetrazol,,-1.09
CGP-20712,,-0.63
kavain,MTOR,-1.15
zolantidine,,-0.75
tiotidine,HRH2,-0.98
phenanthridone,PARP1,-0.91
BAY-59-3074,CNR1|CNR2,-0.91
AM-630,CNR2|CNR1,-0.68
CCT-018159,HSP90AA1|HSP90AB1,-0.94
pyrimethamine,DHFRP1|HEXA|STAT3|DHFR|SLC47A1,-0.86
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-0.79
bongkrek-acid,SLC25A4,-0.87
cetirizine,HRH1,-0.91
BRD-A95513702,,-0.68
P-1075,KCNJ11,-0.53
GBR-13069,SLC6A3,-0.99
bucladesine,PRKACA,-0.66
methyl-angolensate,HTR2B,-0.88
cyclopenthiazide,,-0.78
ketoprofen,PTGS2|PTGS1|CXCR1|SLC5A8,-0.82
PPT,ESR1,-1.28
boldine,,-0.94
RG-14620,EGFR,-1.09
DAU-5884,CHRM3|CHRM1,-0.78
hippeastrine,,-0.73
L-803087,SSTR4,-0.74
docosatrienoic-acid,,-0.79
procarbazine,,-0.71
CCCP,,-0.75
BMY-7378,HTR1A|ADRA1D|ADRA1A|ADRA1B,-1.08
methylnorlichexanthone,AURKB|PIM1,-0.88
vincamine,CHRM1|CHRM2|CHRM3|CHRM4,-0.72
SB-334867,HCRTR1|HCRTR2,-0.94
SCH-442416,ADORA1|ADORA2A,-1.0
palmitoylethanolamide,CNR2|GPR119|GPR55,-0.67
LY-341495,GRM2|GRM3,-0.92
flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A,-1.02
triamcinolone,NR3C1|SERPINA6,-0.56
estrone,ESR1|ESR2,-0.85
estropipate,ESR1|ESR2,-0.78
digitoxin,ATP1A1,-1.56
cinchonine,CYP2D6,-0.56
flunarizine,CACNA1G|CACNA1H|CYP2J2|CACNA1I|CALM1|HRH1,-0.8
Ro-04-6790,HTR6,-0.87
glycocholic-acid,,-0.99
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-1.11
tenoxicam,PTGS2|PTGS1,-1.08
dehydrocholate,,-0.89
fenbufen,PTGS1|PTGS2,-0.98
benzoxiquine,,-0.75
arcyriaflavin-a,CCND1|CDK4|CCNE1|CDK2,-0.88
RK-682,,-0.8
aminopentamide,CHRM1,-0.77
alrestatin,AKR1B1,-0.68
triclosan,DNMT1,-0.94
brazilin,,-1.31
potassium-canrenoate,NR3C2,-1.13
nadolol,ADRB1|ADRB2|ADRB3,-0.92
cisapride,HTR4|KCNH2|CYP2B6|CYP2C8|CYP3A5|CYP3A7|HTR2A|HTR3A,-1.09
fenbufen,PTGS1|PTGS2,-0.98
aristolochic-acid,,-0.71
bithionol,ESR1|ESR2|MCL1,-1.27
Ro-04-6790,HTR6,-0.89
guanfacine,ADRA2A|ADRA2B|CYP3A5|HCN1|HCN2|HCN3|HCN4|ADRA2C,-0.91
RK-682,,-1.14
leucodin,,-0.88
GW-1929,PPARG|INS,-1.13
lobendazole,,-1.05
dexamethasone,NR3C1,-1.06
glycocholic-acid,,-0.84
piperine,MAOA|MAOB|TRPV1,-1.13
terfenadine,HRH1|KCNH2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|KCNH1,-0.87
alclometasone,NR3C1|CYP3A4|SERPINA6,-0.89
fraxetin,,-0.82
prednisolone,NR3C1|NR3C2|SERPINA6,-0.75
GW-1929,PPARG|INS,-0.97
aminopentamide,CHRM1,-0.72
digitoxin,ATP1A1,-1.24
BRD-K02581333,,-0.92
promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C,-0.76
benzopurpurin-4b,,-0.67
RS-39604,HTR4,-0.88
clemastine,HRH1,-0.91
MDL-29951,FBP1|GPR17,-1.0
GW-7647,PPARA,-1.16
metixene,CHRM5|CHRM1|CHRM2|CHRM3|CHRM4,-1.25
iocetamic-acid,,-0.79
BRD-A42831637,,-0.92
dipivefrine,ADRA1A|ACHE|ADRA2A|ADRB2|BCHE,-0.43
helveticoside,,-1.34
zacopride,HTR3A|HTR4|HTR3B|HTR5A,-0.81
megestrol-acetate,PGR|NR3C1,-0.78
Ro-25-6981,GRIN2B|SLC18A2,-0.67
thapsigargin,ATP2A1,-1.15
dihydrodeoxygedunin,NTRK2,-1.05
tianeptine,SLC6A4|OPRD1|OPRK1|OPRM1,-0.61
tamoxifen,,-0.92
gingerol,,-1.19
CMPD-1,GNRHR|MAPK14,-1.17
calcipotriol,VDR,-1.03
ipsapirone,HTR1A,-1.18
phensuximide,CACNA1G|CACNA1H|CACNA1I,-0.66
helveticoside,,-1.0
marmesin,,-0.81
ceramide,,-0.83
TCS-359,FLT3,-0.94
amyleine,,-1.08
BRD-A13133631,NR3C1,-1.22
hyoscyamine,CHRM1|CHRM2|CHRM3|CHRM4,-0.93
triprolidine,HRH1,-1.36
digitoxigenin,ATP1A1,-1.6
BRD-K20152659,,-0.67
hydrocortisone-hemisuccinate,NR3C1,-0.95
metrizamide,,-0.54
tribenoside,,-0.88
PSB-36,ADORA1|ADORA2A|ADORA2B|ADORA3,-1.08
L-stepholidine,,-0.86
fluocinolone-acetonide,NR3C1|SERPINA6,-1.1
tropicamide,CHRM3|CHRM4|CHRM1|CHRM2,-0.81
rhodomyrtoxin,,-1.03
piceid,XDH,-0.86
phenamil,PKD2L1,-0.75
chelidonine,,-0.81
paxilline,KCNMA1,-0.99
sulfinpyrazone,ABCC1|SLC22A12|ABCC2|FPR1,-0.52
fursultiamine,,-0.77
BRD-K09991945,GSK3B,-1.24
LY-294002,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,-0.84
VAMA-37,PRKDC,-1.28
methoxsalen,CYP1A2|ACHE|CYP1A1|CYP2A13|CYP2A6|CYP3A4,-0.88
iocetamic-acid,,-0.71
fludrocortisone-acetate,NR3C2|AR|NR3C1,-1.05
CV-1808,ADORA2A|ADORA2B,-0.89
velnacrine,,-1.02
BIBU-1361,EGFR,-0.77
etazolate,GABRB3|PDE4A,-0.83
haloperidol,DRD2|DRD3|HTR2A|DRD1|DRD4|CYP3A7|DRD5|GRIN2B|HRH1|HTR1A|HTR1D|HTR2B|HTR7|KCNH1,-0.86
RS-79948,ADRA2A,-0.76
iocetamic-acid,,-0.79
altizide,,-0.76
tocainide,SCN5A,-0.83
SB-206553,HTR2B|HTR2C|HTR1A|HTR2A,-0.83
KI-8751,KDR,-0.96
VAMA-37,PRKDC,-1.21
tianeptine,SLC6A4|OPRD1|OPRK1|OPRM1,-0.76
tropicamide,CHRM3|CHRM4|CHRM1|CHRM2,-1.03
AG-99,,-0.71
trifluoperazine,DRD2|ABCG2|CAMK2A|SCN4A|SCN9A|ADRA1A|CALM1|CALY|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1,-0.85
hydrocortisone-phosphate,ANXA1|NOS2|NR3C1,-0.86
lasalocid,,-0.9
SB-203186,HTR4,-0.73
KI-8751,KDR,-1.2
GR-103691,DRD3,-1.22
gelsemine,GLRA3,-0.82
DPO-1,KCNA5,-0.76
L-670596,,-1.46
ICI-204448,OPRK1,-0.84
leu-enkephalin,OPRD1|OPRM1,-1.04
BRD-K20152659,,-1.1
N-formylmethionylalanine,,-1.29
MDL-11939,HTR2A|HTR2B|HTR2C,-0.94
hydrocortisone-hemisuccinate,NR3C1,-0.67
L-741742,DRD4|DRD3|SCN1A|SCN3A,-0.8
BRD-K43405658,EGFR,-0.89
byssochlamic-acid,,-0.74
MBCQ,PDE5A,-0.9
isoxsuprine,ADRB2,-1.21
ethotoin,SCN5A|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN7A|SCN8A|SCN9A,-0.92
estriol,ESR1|ESR2,-0.92
iocetamic-acid,,-1.0
ICI-204448,OPRK1,-0.69
BRD-A42831637,,-0.73
tetrindole,MAOA,-0.9
tianeptine,SLC6A4|OPRD1|OPRK1|OPRM1,-0.71
helveticoside,,-0.95
HTMT,HRH4,-0.9
hydroquinine,,-0.68
metyrapone,CYP11B1|HSD11B1|NR3C2,-0.99
MAZ-51,FLT4,-0.73
LY-344864,HTR1F|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR7,-0.78
isoxsuprine,ADRB2,-0.78
dubinidine,,-0.79
BU-226,,-0.97
QS-11,ARFGAP1,-1.04
phloretin,AQP9|CLCN3|SLC23A1,-0.91
Ro-28-1675,GCK,-1.07
quiflapon,ALOX5AP|ALOX5,-0.88
KO-143,ABCG2|ABCB1|ABCC1,-0.83
TGX-115,,-1.14
PAC-1,CASP3,-0.97
PIK-90,,-0.88
blebbistatin,,-0.81
SID-26681509,CTSL,-0.8
dalcetrapib,CETP,-1.2
L-690330,IMPA1,-1.34
etomoxir,CPT1A|CPT1B,-0.79
capsaicin,TRPV1|ENOX2|CFTR,-0.66
enzalutamide,AR|CYP2C19|CYP2C8|CYP3A4,-0.71
chaetocin,SUV39H1,-0.79
gossypol,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF,-0.98
BRD-K28296557,,-1.0
quinoclamine,,-0.73
KU-0063794,MTOR,-1.29
parthenolide,,-1.15
nutlin-3,MDM2|TP53,-0.66
YK-4279,EWSR1|FLI1|DHX9,-0.86
salermide,SIRT1|SIRT2,-1.42
idarubicin,TOP2A,-1.01
valdecoxib,PTGS2|CYP2C19|CA12,-1.32
BRD-K28296557,,-1.73
LY-2183240,FAAH,-0.7
quiflapon,ALOX5AP|ALOX5,-1.32
PI-103,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC,-1.12
GSK-2334470,PDPK1|AURKA|AURKB|PDK1,-0.86
trifluoperazine,DRD2|ABCG2|CAMK2A|SCN4A|SCN9A|ADRA1A|CALM1|CALY|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1,-1.14
tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI,-0.67
BRD-K33583600,AKR1B1|HRH2|SIRT1|GABBR1,-1.14
fumonisin-b1,CERS1,-0.59
gossypol,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF,-1.07
NU-1025,PARP1,-0.86
chloroquine,CYP2C8|GSTA2|MRGPRX1|TLR9|TNF,-0.57
BRD-K26664453,ACTB,-0.97
XAV-939,TNKS|TNKS2,-1.27
ZM-336372,BRAF|LCK|MAPK14|RAF1,-1.12
ABT-737,BCL2|BCL2L1|BCL2L2,-0.72
NSC-95397,CASP3|CDC25A|CDC25B,-0.67
rottlerin,,-1.0
CHEMBL-374350,,-1.1
AZD-8055,MTOR,-0.63
BRD-K19216856,,-0.74
BRD-K28296557,,-0.62
DG-041,PTGER3,-1.15
BMS-754807,IGF1R|AKT1,-1.02
BRD-K81647657,,-1.01
fostamatinib,,-0.66
CD-437,RARG,-1.61
fumonisin-b1,CERS1,-0.76
KU-0060648,PIK3CA|PIK3CB|PIK3CD|PRKDC,-1.12
GW-405833,CNR2,-1.07
BMS-754807,IGF1R|AKT1,-1.18
MST-312,TERT,-1.34
L-690330,IMPA1,-0.89
PNU-74654,CTNNB1|TCF4,-1.04
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-0.85
PF-750,FAAH,-0.89
tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI,-0.7
nitrendipine,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,-0.89
zileuton,ALOX5,-1.17
thioridazine,DRD2|HTR2A|DRD1|HTR2C|CHRNA7|MALT1|ADRA1A|ADRA1B|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR6|HTR7|KCNH2,-0.95
BRD-K01192156,,-0.99
AM-580,RARA,-0.87
GW-405833,CNR2,-1.28
PP-30,RAF1,-0.89
AZD-7545,PDK2|PDK1,-1.2
PF-3845,FAAH,-1.26
elesclomol,TOP2A|HSPA1A,-1.01
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.88
RG-108,DNMT1|DNMT3B,-0.94
kinetin-riboside,,-1.53
BRD-A18763547,,-1.05
XAV-939,TNKS|TNKS2,-0.88
KU-0063794,MTOR,-1.07
L-690488,IMPA1,-0.79
BRD-K28296557,,-1.03
QS-11,ARFGAP1,-1.2
cyanoquinoline-11,,-0.74
BMS-536924,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,-1.07
PIK-90,,-1.09
perhexiline,CPT1A|CPT2,-0.71
niguldipine,ADRA1A|CACNA1C,-0.79
capsaicin,TRPV1|ENOX2|CFTR,-0.73
C-646,EP300,-0.55
PKCbeta-inhibitor,,-1.07
BRD-K92980438,HK2,-0.59
pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2,-0.6
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-0.96
BRD-K81647657,,-0.94
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.62
ABT-751,TUBB,-0.76
tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI,-0.62
PT-630,DPP4,-0.84
pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2,-0.66
amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7,-0.96
simvastatin,HMGCR|CYP2C8|CYP3A4|CYP3A5|ITGB2,-0.66
BRD-K33583600,AKR1B1|HRH2|SIRT1|GABBR1,-0.6
NF-449,P2RX1,-0.76
AR-C133057XX,NOS2,-0.66
KU-0063794,MTOR,-1.13
lonidamine,GCK,-0.93
PKCbeta-inhibitor,,-0.82
PIK-90,,-0.69
AICA-ribonucleotide,PRKAA1,-0.96
BRD-K01192156,,-1.12
SID-26681509,CTSL,-0.88
AR-C133057XX,NOS2,-0.83
ML-161,,-1.03
PF-3845,FAAH,-0.69
BRD-K93725829,,-1.43
TGX-115,,-0.97
KU-0063794,MTOR,-0.71
BRD-K26664453,ACTB,-0.55
tivozanib,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,-1.16
RG-108,DNMT1|DNMT3B,-0.82
RITA,MDM2|TXNRD1|TXNRD2,-1.07
fluoropyruvate,,-1.04
BRD-K09907482,,-0.92
TW-37,BCL2|BCL2L1|MCL1,-1.18
DG-041,PTGER3,-1.42
darinaparsin,,-0.68
quiflapon,ALOX5AP|ALOX5,-1.51
AR-C133057XX,NOS2,-1.14
NVP-AUY922,HSP90AA1|HSP90AB1,-0.62
TPCA-1,IKBKB,-1.0
cerulenin,FASN,-0.76
tivozanib,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,-0.78
quinoclamine,,-0.83
lonidamine,GCK,-1.36
PF-750,FAAH,-0.77
CAY-10618,,-1.14
rucaparib,PARP1|PARP2,-0.74
PAC-1,CASP3,-1.06
BMS-191011,KCNMA1,-0.86
pifithrin-mu,HSPA1A|TP53,-1.23
KU-0060648,PIK3CA|PIK3CB|PIK3CD|PRKDC,-1.01
AC-55649,RARB|RARA,-1.1
NVP-AUY922,HSP90AA1|HSP90AB1,-0.72
BI-2536,PLK1|BRD4|PLK2|PLK3,-1.01
BMS-754807,IGF1R|AKT1,-0.99
BIBR-1532,TERT,-0.73
7-nitroindazole,,-0.69
promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C,-0.96
calcitriol,VDR|CYP3A5,-0.85
TW-37,BCL2|BCL2L1|MCL1,-1.07
darinaparsin,,-0.64
quinoclamine,,-0.82
MK-2206,AKT1|AKT2|AKT3,-0.78
BIBR-1532,TERT,-1.26
MST-312,TERT,-1.06
PF-04217903,MET,-0.67
NU-1025,PARP1,-1.03
KU-C103443N,,-0.82
BRD-K73610817,,-1.54
BRD-A71657825,,-1.22
azathioprine,PPAT|HPRT1|IMPDH1,-0.98
BRD-K73610817,,-0.73
