name,target,norm_cs
perphenazine,DRD2|CALM1|DRD1|HRH1|HTR2A|HTR2C|HTR6|HTR7,-0.67
fenbufen,PTGS1|PTGS2,-0.84
INCA-6,NFATC1,-0.67
EMD-386088,HTR6,-0.72
benzylpenicillin,,-0.93
BRD-K89997465,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.56
prednisolone-acetate,NR3C1,-0.83
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-0.83
Ro-04-6790,HTR6,-1.28
GW-7647,PPARA,-0.66
NSC-663284,CDC25A|CDC25B|CDC25C,-1.26
promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C,-0.75
phenolphthalein,UGT1A9,-0.88
doxepin,HRH1|HRH2|SLC6A2|SLC6A4|CYP2C19|SLC6A3|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|KCNH2,-0.94
SKF-96365,CYP3A4|TRPC1|PKD2|TRPC3|TRPC4|TRPC5|TRPV2,-1.01
amperozide,HTR2A|DRD2|FAAH,-0.88
prednisolone-hemisuccinate,NR3C1,-1.19
brazilin,,-1.36
naproxol,PTGS1|PTGS2,-0.76
glycocholic-acid,,-0.86
wortmannin,PLK1|PIK3CA|PIK3CG|ATM|ATR|MTOR|PLK3|PI4KA|PI4KB|PIK3CD|PIK3R1|PRKDC,-0.72
SB-218078,CHEK1,-1.35
strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB,-0.73
etamivan,,-0.68
ICI-63197,,-0.73
dihydrosamidin,,-0.88
duloxetine,SLC6A2|SLC6A4|SLC6A3|HTR2A|HTR2C|HTR6,-0.9
PSB-069,ENTPD1|ENTPD2|ENTPD3,-0.59
prednisolone-acetate,NR3C1,-0.83
NSC-663284,CDC25A|CDC25B|CDC25C,-1.29
piperlongumine,,-1.47
suloctidil,,-0.81
selamectin,,-1.04
RK-682,,-1.15
simvastatin,HMGCR|CYP2C8|CYP3A4|CYP3A5|ITGB2,-1.33
L-161982,PTGER4,-1.04
guanaben-acetate,ADRA2A|ADRA2B|ADRA2C,-0.84
SA-792709,RARA|RARB,-0.94
pivmecillinam,,-0.66
nocodazole,HPGDS,-1.09
BRD-A66861218,,-0.56
SKF-96365,CYP3A4|TRPC1|PKD2|TRPC3|TRPC4|TRPC5|TRPV2,-0.86
pizotifen,HTR2A|HTR1A|HTR2C,-1.16
alclometasone,NR3C1|CYP3A4|SERPINA6,-0.93
SA-792709,RARA|RARB,-1.24
amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1,-0.8
RS-39604,HTR4,-0.88
niclosamide,STAT3,-0.87
triflupromazine,DRD2|HTR2B|CHRNA7|CHRM1|CHRM2|DRD1,-0.88
amodiaquine,HNMT|CYP2C8,-1.02
spiramide,HTR2A|HTR1A,-0.88
profenamine,CHRM1|BCHE|CHRM2|GRIN3A,-1.18
tribenoside,,-0.67
guaifenesin,,-0.61
LY-294002,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,-1.18
icosapent,PTGS1|PTGS2|ACSL3|ACSL4|FADS1|FFAR1|PPARD|PPARG|SLC8A1|TRPV1,-0.63
WAY-629,HTR2C,-1.05
thapsigargin,ATP2A1,-1.09
ICI-204448,OPRK1,-0.85
CA-074-Me,CTSB,-1.28
L-stepholidine,,-1.0
digitoxigenin,ATP1A1,-1.52
CMPD-1,GNRHR|MAPK14,-1.13
helveticoside,,-1.1
articaine,,-0.68
oleylethanolamide,GPR119,-0.62
GW-5074,RAF1|LRRK1|LRRK2|NTRK1,-1.2
N20C,,-0.79
ARC-239,ADRA2B|ADRA2A|ADRA2C,-0.57
RX-821002,ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B|ADRA1D,-1.36
linoleic-acid,FABP4|FFAR1|FFAR4|HNF4A|KCNB1|PPARG|TRPM8,-0.93
RS-79948,ADRA2A,-0.53
periplocymarin,,-0.63
PETCM,CASP3,-0.75
maprotiline,SLC6A2|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR2A|HTR2C|HTR7,-0.82
piceid,XDH,-0.72
chelidonine,,-0.69
SD-169,MAPK14,-1.03
rhodomyrtoxin-b,SLCO1B3,-1.09
ondansetron,HTR3A|CYP2D6|CYP3A5|HTR1A|HTR1B|HTR3B|HTR4|OPRM1,-0.7
BNTX,OPRD1|OPRK1|OPRM1,-1.34
BRD-K09991945,GSK3B,-1.09
digitoxigenin,ATP1A1,-1.36
LY-294002,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,-0.7
BMS-182874,EDNRA,-0.65
protopine,ACHE,-1.28
karakoline,,-0.66
hyoscyamine,CHRM1|CHRM2|CHRM3|CHRM4,-0.83
isradipine,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA1H|CACNA2D2|CACNB2,-0.98
moracizine,SCN5A,-0.67
hydroxyfasudil,ROCK1|ROCK2|PKIA|PRKACA,-1.07
tribenoside,,-0.61
indirubin,CDK1|CDK5|CDK2|CDK4|GSK3B|GSK3A,-1.2
SB-203186,HTR4,-0.97
SC-19220,PTGER1,-0.83
moracizine,SCN5A,-0.79
CA-074-Me,CTSB,-1.03
U-54494A,OPRK1,-0.72
dihydrodeoxygedunin,NTRK2,-0.83
BRD-A47144777,,-0.62
VAMA-37,PRKDC,-0.72
penicillic-acid,,-1.16
cercosporin,,-1.57
BNTX,OPRD1|OPRK1|OPRM1,-0.95
CA-074-Me,CTSB,-0.76
L-741742,DRD4|DRD3|SCN1A|SCN3A,-0.87
BRD-K43796186,,-0.88
liothyronine,THRA|THRB,-0.9
leu-enkephalin,OPRD1|OPRM1,-1.01
penicillic-acid,,-1.14
fursultiamine,,-0.81
tiaprofenic-acid,PTGS2|PTGS1,-0.98
SB-203186,HTR4,-0.98
eugenol,MAOA|AR,-0.7
GW-5074,RAF1|LRRK1|LRRK2|NTRK1,-1.36
etacrynic-acid,SLC12A1|SLC12A2|ATP1A1,-1.13
nitrofural,,-0.93
calyculin,PPP1CA|PPP2CA,-1.22
dubinidine,,-0.66
oleylethanolamide,GPR119,-0.85
retrorsine,,-0.95
evodiamine,TRPV1,-1.16
thiazolopyrimidine,,-0.94
LE-135,RARB,-0.91
calcitriol,VDR|CYP3A5,-0.67
PNU-74654,CTNNB1|TCF4,-1.06
ISOX,HDAC6,-1.34
BRD-K92980438,HK2,-0.63
pyrvinium-pamoate,AR,-1.52
ABT-751,TUBB,-0.78
VER-155008,HSPA1A,-1.26
UNC-0321,EHMT2,-1.07
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.78
BRD-K89329876,,-0.81
BRD-K93725829,,-0.74
L-690330,IMPA1,-1.24
quinoclamine,,-1.25
BRD-K80672993,,-0.61
neratinib,EGFR|ERBB2|ERBB4|KDR,-1.36
SMER-28,SNCA,-0.7
piperlongumine,,-1.28
BRD-K28296557,,-0.99
cerulenin,FASN,-1.56
CHEMBL-374350,,-0.9
MLN-4924,NAE1|UBA3,-0.88
C-646,EP300,-0.76
BRD-K74305673,,-0.68
tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI,-1.27
parthenolide,,-0.89
BRD-K07303502,PLA2G4A,-1.07
TG-101348,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2,-1.06
phloretin,AQP9|CLCN3|SLC23A1,-1.25
MST-312,TERT,-0.66
fostamatinib,,-0.71
piperlongumine,,-1.35
TW-37,BCL2|BCL2L1|MCL1,-1.03
tyrphostin-1,,-0.88
cerulenin,FASN,-1.51
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-1.23
SU-11652,KDR|PDGFRB,-0.91
lonidamine,GCK,-0.76
NSC-95397,CASP3|CDC25A|CDC25B,-0.92
BRD-K93725829,,-0.74
BRD-K61033289,PPARG,-0.77
piperlongumine,,-1.32
BRD-K73261812,CTNNB1,-0.93
thiazolopyrimidine,,-0.9
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.92
ixazomib,PSMB1,-0.92
YM-155,BIRC5,-1.21
chaetocin,SUV39H1,-1.12
BRD-K28296557,,-1.0
L-690330,IMPA1,-0.81
DG-041,PTGER3,-1.34
tyrphostin-1,,-0.86
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-1.02
quinoclamine,,-1.4
PF-3845,FAAH,-0.53
BRD-K74305673,,-0.73
tosedostat,ANPEP|NPEPPS|LAP3,-1.38
niguldipine,ADRA1A|CACNA1C,-1.25
RITA,MDM2|TXNRD1|TXNRD2,-0.97
BRD-K01192156,,-1.04
m-3M3FBS,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2,-0.87
valdecoxib,PTGS2|CYP2C19|CA12,-1.29
BI-2536,PLK1|BRD4|PLK2|PLK3,-0.88
BML-259,CDK2|CDK5,-0.94
parthenolide,,-0.77
KO-143,ABCG2|ABCB1|ABCC1,-0.98
NSC-95397,CASP3|CDC25A|CDC25B,-1.13
BRD-K04887706,,-0.59
Ro-28-1675,GCK,-1.1
BRD-K07303502,PLA2G4A,-1.18
PRIMA1,,-0.72
quinoclamine,,-1.25
chaetocin,SUV39H1,-1.28
SCH-79797,F2R,-1.27
SID-26681509,CTSL,-0.98
PIK-90,,-0.85
chaetocin,SUV39H1,-1.05
narciclasine,RHOA,-1.42
fostamatinib,,-0.68
CD-437,RARG,-1.38
DG-041,PTGER3,-0.88
BMS-536924,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,-0.97
MK-1775,WEE1,-0.61
L-690488,IMPA1,-1.0
FTI-276,FNTA,-0.76
rucaparib,PARP1|PARP2,-0.83
BRD-K89329876,,-0.89
PKCbeta-inhibitor,,-0.73
PIK-90,,-0.68
narciclasine,RHOA,-1.52
selumetinib,MAP2K1|MAP2K2,-1.05
AZD-8055,MTOR,-1.22
ixazomib,PSMB1,-1.46
importazole,KPNB1,-0.87
salermide,SIRT1|SIRT2,-1.36
7-nitroindazole,,-1.22
PJ-34,EEF2|PARP1|PARP15|PARP3,-0.69
BRD-K19216856,,-0.86
BRD-K33583600,AKR1B1|HRH2|SIRT1|GABBR1,-0.92
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-0.68
SB-225002,CXCR2,-0.86
7b-cis,,-0.98
BRD-K74305673,,-0.9
tosedostat,ANPEP|NPEPPS|LAP3,-1.15
BRD-A18763547,,-0.94
sirolimus,MTOR|FKBP1A|CCR5|FGF2,-1.36
NSC-23766,,-0.75
7-nitroindazole,,-0.79
AM-580,RARA,-0.82
TPCA-1,IKBKB,-0.68
BRD-K93725829,,-1.06
quiflapon,ALOX5AP|ALOX5,-1.01
DL-PDMP,UGCG|ASAH1,-1.01
CD-437,RARG,-1.42
pyrvinium-pamoate,AR,-0.95
RITA,MDM2|TXNRD1|TXNRD2,-1.04
BRD-K07303502,PLA2G4A,-1.31
BRD-K28296557,,-1.38
quiflapon,ALOX5AP|ALOX5,-1.69
TPCA-1,IKBKB,-1.04
dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC,-0.83
BRD-K61033289,PPARG,-1.13
GANT-58,DHH|IHH|GLI1,-0.92
BRD-K74305673,,-1.55
ixazomib,PSMB1,-1.1
PF-750,FAAH,-0.96
BRD-K92301463,,-1.02
PAC-1,CASP3,-1.08
UNC-0321,EHMT2,-0.9
AS-605240,PIK3CG,-0.98
amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7,-0.82
CAY-10594,PLD2,-0.95
niclosamide,STAT3,-0.81
BRD-A18763547,,-0.77
LY-2183240,FAAH,-1.27
ursolic-acid,HSD11B1|PTPN1|ACHE|CASP3|STS|PLA2G1B|PYGM,-1.32
neratinib,EGFR|ERBB2|ERBB4|KDR,-0.72
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.67
quiflapon,ALOX5AP|ALOX5,-0.71
piperlongumine,,-0.68
perhexiline,CPT1A|CPT2,-0.9
pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2,-0.77
RS-23597-190,HTR4,-1.23
DL-PDMP,UGCG|ASAH1,-0.92
piperlongumine,,-1.02
tolazamide,ABCC8|KCNJ1|KCNJ10|KCNJ11,-0.96
niclosamide,STAT3,-1.17
BX-795,PDPK1|IKBKE|TBK1|CDK2|CHEK1|GSK3B|KDR|PDK1,-1.26
prima-1-met,,-1.2
MK-1775,WEE1,-0.76
7b-cis,,-1.06
ZM-336372,BRAF|LCK|MAPK14|RAF1,-0.83
PX-12,TXN|TXNRD1|TXNRD2,-1.37
idarubicin,TOP2A,-1.24
BRD-K07303502,PLA2G4A,-1.27
MST-312,TERT,-1.06
CYT-997,TUBB,-1.24
LY-2183240,FAAH,-1.04
ixazomib,PSMB1,-0.99
neratinib,EGFR|ERBB2|ERBB4|KDR,-1.02
salermide,SIRT1|SIRT2,-1.5
PTB1,PTPN1,-0.91
MK-1775,WEE1,-0.87
MK-2206,AKT1|AKT2|AKT3,-0.87
FTI-276,FNTA,-0.94
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.81
ML-141,CDC42,-0.93
SAL-1,ADORA2B,-1.1
ML-141,CDC42,-0.69
noscapine,BDKRB2|SIGMAR1,-0.64
BRD-K73610817,,-1.12
VU-0418947-2,,-1.28
KU-C103885,,-0.72
ML-179,NR5A2,-1.19
SF-11,MCOLN3|NPY2R,-0.69
VU-0418947-2,,-1.41
latrepirdine,HTR6|GRIN2B|HRH1,-0.75
VU-0415374-1,GRM4,-0.91
terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7,-1.26
fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B,-0.65
lamivudine,,-0.64
dicloxacillin,,-0.81
5-nonyloxytryptamine,,-1.19
VU-0366037-2,GRM4,-0.89
VU-0400195-3,GRM4,-0.89
BRD-K30697463,NR3C1|PLA2G1B,-1.13
linopirdine,KCNQ2|KCNQ3|KCNQ4|KCNQ5,-1.03
BRD-K73589401,HSD11B1|NR3C2|NCOA1,-1.43
BRD-K99615199,PGR|ESR1,-1.32
BRD-K99615199,PGR|ESR1,-1.04
cefaclor,,-0.69
ebselen,LTB4R|NOX3|ALB,-1.3
linopirdine,KCNQ2|KCNQ3|KCNQ4|KCNQ5,-1.13
reichstein,AR,-0.71
IOX-1,KDM4A|EGLN1|KDM3A|KDM4C|KDM6B,-1.0
cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B,-1.23
alprazolam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,-1.06
moxonidine,NISCH|ADRA2A|ADRA2B|ADRA2C,-0.87
cilastatin,DPEP1,-0.55
TFMPP,HTR1D|HTR2A,-0.98
fenoldopam,DRD1|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD4|DRD5,-0.75
disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH,-0.73
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-1.24
diphencyprone,,-0.56
diphencyprone,,-1.35
AM-404,TRPV1|CNR1|CNR2|FAAH,-0.96
mesalazine,PTGS1|PTGS2|PPARG|ALOX5|CTNNB1|NAT1|CHUK|IKBKB|MPO,-1.2
vindesine,TUBB|TUBB1,-1.17
alfuzosin,ADRA1A|ADRA1D|ADRA1B|KCNH2,-0.92
BRD-K48195008,ESR1|CYP2C8|ESR2|NR1I2,-1.1
BRD-K20168484,,-1.22
ethylestrenol,AR,-0.69
nelfinavir,CYP2C19|CYP3A7|CYP3A5|CYP1A2|CYP2B6|CYP2C9|CYP2D6|CYP3A4,-1.1
cerivastatin,HMGCR,-1.26
oligomycin-c,ATP5A1,-1.04
cisapride,HTR4|KCNH2|CYP2B6|CYP2C8|CYP3A5|CYP3A7|HTR2A|HTR3A,-0.76
mesalazine,PTGS1|PTGS2|PPARG|ALOX5|CTNNB1|NAT1|CHUK|IKBKB|MPO,-0.73
mestranol,ESR1,-1.01
alprazolam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,-1.13
efavirenz,CYP2B6|CYP2C19|CYP3A4|CYP2C8|CYP3A5|CYP1A2|CYP2C9|CYP2D6,-0.67
methotrexate,DHFR|AOX1|FOLR1|TYMS,-0.83
clobenpropit,HRH3|HRH4|HRH1|HRH2,-1.02
flubendazole,TUBB,-1.02
