name,target,norm_cs
biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6,-0.76
AR-A014418,GSK3B,-0.61
ZK-164015,ESR1|ESR2,-0.98
purmorphamine,SMO|DHH|IHH|PTCH1,-1.25
DAPT-GSI-IX,,-1.05
PHTPP,ESR2,-0.86
RS-67506,HTR4,-0.8
YC-1,HIF1A|GUCY1A2|GUCY1A3|GUCY1B3,-0.63
U-46619,,-0.88
atomoxetine,SLC6A2|SLC6A3|SLC6A4|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,-0.85
JTE-013,S1PR2|P2RY10,-0.93
flufenamic-acid,AKR1C3|AR|PTGS1|PTGS2|ANO1|GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|PANX1|PANX2|PANX3|PKD2L1|TRPC5|TRPM2|TRPM5,-0.69
buddleoflavonoloside,,-0.66
m-chlorophenylbiguanide,HTR3A|HTR3B,-0.86
ZM-306416,FLT1|KDR|EGFR|FLT4,-1.31
betulinic-acid,GPBAR1|CASP3|CASP8|TOP1,-0.64
clomipramine,SLC6A4|SLC6A2|CYP2C19|GSTP1|HTR2A|HTR2B|HTR2C|SLC6A3,-1.11
aniracetam,GRIA1|DRD2|GRIA2|GRIA3|HTR2A|GRIA4,-0.66
UBP-302,,-0.92
benperidol,DRD2,-0.8
prostaglandin-b2,,-0.77
ML-7,MYLK,-0.81
O-1918,,-0.71
flufenamic-acid,AKR1C3|AR|PTGS1|PTGS2|ANO1|GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|PANX1|PANX2|PANX3|PKD2L1|TRPC5|TRPM2|TRPM5,-0.69
UCL-2077,,-1.11
Ro-15-4513,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB2|GABRG2,-0.92
metoprolol,ADRB1|ADRB2,-0.91
pheniramine,HRH1,-0.7
methocarbamol,CA1,-0.88
desmethylclozapine,CHRM1|DRD2|DRD3|HTR2A|HTR2C,-1.05
O-1918,,-1.07
BP-554,HTR1A,-0.65
GR-159897,TACR2|TAC1,-0.87
veratridine,,-0.81
kynuramine,,-1.09
hexylcaine,SCN5A|SCN10A,-0.61
MT-21,CYCS,-0.55
BML-257,AKT1,-1.13
SSR-69071,ELANE,-0.68
proxyfan,HRH3,-0.65
propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A,-0.74
doxorubicin,TOP2A,-0.92
homosalate,,-0.78
remacemide,GRIN1,-0.87
hexylcaine,SCN5A|SCN10A,-0.56
ceforanide,,-0.71
semaxanib,KDR|FLT1|KIT|PDGFRB|FLT3|MET|FGFR1|PDGFRA|RET,-0.7
pifithrin-alpha,TP53,-1.35
CI-966,SLC6A1,-0.84
CGS-20625,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6,-0.87
probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1,-0.81
phenformin,KCNJ8|PRKAA1,-0.85
BRD-K68873215,,-1.38
daunorubicin,TOP2A|TOP2B,-0.87
flurofamide,,-0.81
proxyfan,HRH3,-0.88
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-1.12
clemastine,HRH1,-0.9
robustic-acid,,-0.7
dehydrocholate,,-0.95
oxantel,,-1.09
arcyriaflavin-a,CCND1|CDK4|CCNE1|CDK2,-1.18
SB-218078,CHEK1,-0.65
proadifen,NOS1,-0.7
immethridine,HRH3,-0.73
paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1,-0.88
SKF-96365,CYP3A4|TRPC1|PKD2|TRPC3|TRPC4|TRPC5|TRPV2,-0.9
BRD-K13544237,,-0.64
benzopurpurin-4b,,-1.02
RS-39604,HTR4,-1.09
coumarin,CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6,-1.18
domperidone,DRD2|DRD3|ABCG2|CYP3A5,-1.16
E-4031,KCNH2|KCNH1,-0.76
zoxazolamine,,-0.59
benzoxiquine,,-0.94
benzonatate,SCN5A,-1.0
alfuzosin,ADRA1A|ADRA1D|ADRA1B|KCNH2,-1.13
RK-682,,-1.09
amoxapine,SLC6A2|SLC6A4|HTR2A|DRD1|DRD2|DRD3|DRD4|HTR6|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2B|HTR2C|HTR3A|HTR7|SLC6A3,-0.63
olmesartan-medoxomil,AGTR1,-0.8
iopanoic-acid,,-0.96
epirubicin,TOP2A|CHD1,-0.99
diloxanide,,-0.89
diflunisal,PTGS2|PTGS1,-1.01
LY-83583,GUCY1A2,-0.69
dihydrosamidin,,-0.84
rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E,-0.79
isoxicam,PTGS1|PTGS2,-1.02
ranitidine,HRH2|SLC22A2,-0.98
mephentermine,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3,-0.7
immethridine,HRH3,-1.07
MRS-1334,ADORA3,-0.61
BRD-A49447682,NR3C1|PLA2G1B,-0.55
lobendazole,,-0.67
INCA-6,NFATC1,-1.07
O-3M3FBS,,-1.07
salicin,,-0.87
mebeverine,CHRM1|CHRM2|CHRM3|CHRM4,-0.82
brucine,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-1.06
bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1,-0.84
BRD-K13544237,,-0.9
clemastine,HRH1,-0.89
tebuthiuron,,-0.57
riboflavin,BLVRB|RFK,-1.0
coumarin,CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6,-0.7
benzthiazide,CA2|SLC12A3|CA1|CA12|CA4|CA9,-0.74
biperiden,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2,-0.66
fluvastatin,HMGCR|CYP2C8,-0.55
tetramisole,,-0.81
BRD-A49447682,NR3C1|PLA2G1B,-0.82
dipivefrine,ADRA1A|ACHE|ADRA2A|ADRB2|BCHE,-0.66
SKF-83566,DRD1|DRD5,-1.19
WAY-161503,HTR2C,-0.68
articaine,,-0.89
MK-212,HTR2C,-0.7
cortisone,AR,-1.11
estropipate,ESR1|ESR2,-1.13
naloxone,OPRM1|OPRK1|OPRD1|CREB1|ESR1|TLR4,-0.68
zamifenacin,CHRM3,-1.24
naltrexone,OPRK1|OPRM1|OPRD1|SIGMAR1,-0.97
piceid,XDH,-1.03
CS-1657,PARP1,-1.06
zamifenacin,CHRM3,-1.18
naltrexone,OPRK1|OPRM1|OPRD1|SIGMAR1,-1.16
ipsapirone,HTR1A,-0.84
BRD-K93080877,,-0.96
dipivefrine,ADRA1A|ACHE|ADRA2A|ADRB2|BCHE,-1.03
cimaterol,ADRB1|ADRB2|ADRB3,-1.2
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-0.77
chromanol,,-1.07
clioquinol,OPRK1,-0.82
NS-3694,CASP9,-1.03
penicillic-acid,,-0.81
karakoline,,-0.6
L-168049,GCGR,-0.91
naltrexone,OPRK1|OPRM1|OPRD1|SIGMAR1,-1.35
tetrindole,MAOA,-1.12
CV-1808,ADORA2A|ADORA2B,-0.88
WAY-629,HTR2C,-1.32
N-methylquipazine,,-0.86
LY-344864,HTR1F|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR7,-1.13
hyoscyamine,CHRM1|CHRM2|CHRM3|CHRM4,-1.13
linoleic-acid,FABP4|FFAR1|FFAR4|HNF4A|KCNB1|PPARG|TRPM8,-0.82
phenamil,PKD2L1,-0.93
BRD-K43796186,,-0.85
icosapent,PTGS1|PTGS2|ACSL3|ACSL4|FADS1|FFAR1|PPARD|PPARG|SLC8A1|TRPV1,-0.72
RS-102895,CCR2,-0.77
ethotoin,SCN5A|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN7A|SCN8A|SCN9A,-0.71
oxprenolol,ADRB1|ADRB2,-0.69
QX-222,,-1.07
heliotrine,,-0.89
BRD-K46678324,,-0.77
BRD-K09991945,GSK3B,-0.65
daphnetin,,-1.03
tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6,-0.66
BRD-K43796186,,-0.72
S-14506,HTR1A|DRD2|HTR2C,-0.83
corynanthine,,-0.78
U-54494A,OPRK1,-1.21
flavanone,,-0.71
ethotoin,SCN5A|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN7A|SCN8A|SCN9A,-0.86
triamcinolone,NR3C1|SERPINA6,-0.69
GR-103691,DRD3,-0.64
R-59022,DGKA,-0.75
NSC-119889,,-1.09
trequinsin,PDE4A|PDE4B|PDE4C|PDE4D|PTGIR|PDE5A,-0.8
warfarin,VKORC1|CYP2C19|CYP2C8|CYP4F2,-0.52
solifenacin,,-0.95
cimaterol,ADRB1|ADRB2|ADRB3,-1.01
niguldipine,ADRA1A|CACNA1C,-1.15
PT-630,DPP4,-0.83
XAV-939,TNKS|TNKS2,-0.91
AZD-7545,PDK2|PDK1,-0.82
inhibitor-BEC,ARG2|ARG1,-1.12
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.93
PF-750,FAAH,-0.79
BRD-K84924563,,-0.8
rosiglitazone,PPARG|CYP2C8|INS|ACSL4|FFAR1|TRPC5|TRPM3,-0.9
BRD-K83354763,,-0.86
veliparib,PARP1|PARP2,-1.05
mesoridazine,DRD2|HTR2A,-0.98
LDN-193189,ACVR1|BMPR1A,-0.82
BRD-K31342827,,-0.89
nifedipine,CACNA1C|CACNA1D|CACNA1S|CACNA1F|CACNA2D1|CYP3A5|CACNA1H|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3,-1.13
thiazolopyrimidine,,-0.73
prostaglandin-a1,,-0.75
AM-580,RARA,-0.72
BRD-K08703257,,-0.66
BRD-K25690923,,-1.12
AZD-8055,MTOR,-1.06
necrostatin-1,IDO1|KRR1|RIPK1,-0.77
BML-259,CDK2|CDK5,-1.16
PTB1,PTPN1,-1.08
BRD-K80672993,,-1.05
CAY-10618,,-0.95
orantinib,KDR|PDGFRB|FGFR1|AURKA|AURKB|PDGFRA|TBK1|EGFR|FGFR2,-0.76
SMER-28,SNCA,-0.99
tipifarnib-P2,FNTA|FNTB,-0.98
phenethyl-isothiocyanate,CYP2E1,-0.69
cyanoquinoline-11,,-0.71
GW-843682X,,-0.72
nifedipine,CACNA1C|CACNA1D|CACNA1S|CACNA1F|CACNA2D1|CYP3A5|CACNA1H|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3,-0.61
fumonisin-b1,CERS1,-0.75
rosiglitazone,PPARG|CYP2C8|INS|ACSL4|FFAR1|TRPC5|TRPM3,-0.72
BMS-299897,,-0.56
rottlerin,,-0.59
phloretin,AQP9|CLCN3|SLC23A1,-1.09
BMS-536924,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,-0.82
PIK-75,PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC,-0.82
prima-1-met,,-0.8
CHEMBL-374350,,-0.89
BRD-K93725829,,-0.88
nifedipine,CACNA1C|CACNA1D|CACNA1S|CACNA1F|CACNA2D1|CYP3A5|CACNA1H|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3,-0.65
YK-4279,EWSR1|FLI1|DHX9,-0.69
NSC-23766,,-0.95
7-nitroindazole,,-0.76
alda-1,ALDH2,-0.93
FGIN-1-27,TSPO,-0.91
darinaparsin,,-0.66
FTI-276,FNTA,-0.68
lonidamine,GCK,-1.3
fumonisin-b1,CERS1,-1.3
MST-312,TERT,-0.77
tyrphostin-1,,-0.72
ISOX,HDAC6,-1.12
PK-11195,TSPO|NR1I2|NR1I3,-0.99
UNC-0321,EHMT2,-0.91
NSC-95397,CASP3|CDC25A|CDC25B,-0.81
cyanoquinoline-11,,-1.09
capsaicin,TRPV1|ENOX2|CFTR,-0.93
maraviroc,CCR5|CYP3A5,-0.66
blebbistatin,,-0.71
olaparib,PARP1|PARP2|PARP3,-1.14
darinaparsin,,-0.67
10-DEBC,,-0.88
phenothiazine,,-0.93
mesoridazine,DRD2|HTR2A,-0.83
DL-PDMP,UGCG|ASAH1,-0.97
temozolomide,TOP2A|MGMT,-1.27
glibenclamide,,-0.86
tivozanib,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,-0.7
selumetinib,MAP2K1|MAP2K2,-1.17
purmorphamine,SMO|DHH|IHH|PTCH1,-1.31
AC-55649,RARB|RARA,-1.3
endo-IWR-1,TNKS|TNKS2,-0.82
PF-3845,FAAH,-0.99
BRD-K81647657,,-0.8
APO-866,,-1.05
fatostatin,SREBF1|SREBF2,-0.69
veliparib,PARP1|PARP2,-0.76
BRD-K09907482,,-1.11
quinoclamine,,-0.77
PIK-90,,-0.86
BRD-K89329876,,-0.77
promethazine,HRH1|ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HTR2A,-0.55
AM-580,RARA,-0.61
PP-30,RAF1,-0.73
etomoxir,CPT1A|CPT1B,-0.77
glibenclamide,,-0.97
tyrphostin-1,,-0.67
BRD-K81647657,,-1.17
PKCbeta-inhibitor,,-0.9
BRD-K84924563,,-1.08
BRD-K26664453,ACTB,-0.67
JZL-184,MGLL,-0.75
phenothiazine,,-0.65
darinaparsin,,-0.91
nitrendipine,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,-0.77
niguldipine,ADRA1A|CACNA1C,-0.95
rotenone,MT-ND1,-0.93
calcitriol,VDR|CYP3A5,-0.81
BMS-536924,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,-1.27
quinoclamine,,-0.64
BRD-K68336408,EGFR|MAPK14,-0.94
BRD-K74305673,,-0.78
vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9,-0.78
AS-605240,PIK3CG,-0.68
SMER-28,SNCA,-0.9
capsaicin,TRPV1|ENOX2|CFTR,-1.04
MLN-4924,NAE1|UBA3,-1.09
EXO-1,,-0.87
SF-11,MCOLN3|NPY2R,-0.77
VU-0400071-3,GRM4,-1.04
mafenide,CA6|CA12|CA14|CA2|CA4|CA9,-0.95
propranolol,ADRB2|ADRB3,-0.67
mafenide,CA6|CA12|CA14|CA2|CA4|CA9,-0.68
chlortalidone,CA7|CA1|CA12|CA14|CA4|SLC12A1|SLC12A3,-0.93
VU-0400193-3,GRM4,-0.61
phenelzine,MAOB|AOC3|MAOA|ABAT|GAD2|GPT|GPT2|SLC6A2|SLC6A3|SLC6A4,-0.86
lamivudine,,-0.74
VU-0415374-1,GRM4,-1.0
1-benzylimidazole,,-0.9
ropivacaine,SCN9A|SCN10A,-1.47
balsalazide,PTGS1|PTGS2|ALOX5|PPARG,-0.93
chlordiazepoxide,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,-0.67
AM-251,CNR1|GPR18|GPR55,-0.9
azauridine,,-1.12
NM-PP1,,-0.93
SID-7969543,NR5A1,-1.03
goserelin,GNRHR,-0.67
ML-130,,-0.88
cefaclor,,-1.4
balsalazide,PTGS1|PTGS2|ALOX5|PPARG,-0.81
homoveratrylamine,,-1.11
dolasetron,HTR3A,-1.39
BRD-K48115423,,-0.86
dactinomycin,POLR2A,-0.92
brucine,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-0.87
stiripentol,ABAT|SCN1A|SCN3A|GABRA3,-0.95
stiripentol,ABAT|SCN1A|SCN3A|GABRA3,-0.73
dihydrexidine,DRD1|DRD2|DRD3|DRD4|DRD5,-0.79
benproperine,SCN5A,-0.91
5-FP,,-0.7
triptolide,CYP2C19|RELA,-1.3
benactyzine,,-0.97
mevastatin,HMGCR,-0.72
indatraline,SLC6A2|SLC6A3|SLC6A4|MAOA|MAOB,-0.93
5-FP,,-0.79
rufloxacin,,-0.91
idarubicin,TOP2A,-0.73
perospirone,DRD2|HTR2A|HTR2C|DRD3|DRD4,-0.74
phenelzine,MAOB|AOC3|MAOA|ABAT|GAD2|GPT|GPT2|SLC6A2|SLC6A3|SLC6A4,-0.83
metronidazole,CYP2C8|CYP2E1|CYP3A5|CYP3A7|CYP2C9|CYP3A4,-0.55
lobeline,SLC18A2|CHRNA4|CHRNB2|OPRM1|CHRNA10|CHRNA9,-0.71
mosapride,HTR4|HTR3A,-0.58
meropenem,,-0.9
levofloxacin,TOP2A,-0.57
ethylestrenol,AR,-0.62
triptolide,CYP2C19|RELA,-0.97
salbutamol,,-0.9
BRD-K20168484,,-1.01
targinine,NOS2|NOS3,-1.09
ethylestrenol,AR,-0.98
diphenhydramine,HRH1,-0.91
tolterodine,CHRM2|CHRM3|CHRM1|CHRM4|CHRM5,-1.34
ipidacrine,ACHE,-0.53
isoquercetin,AKR1B1,-1.23
lofepramine,SLC6A2|SLC6A4|HTR1A,-1.32
benactyzine,,-0.92
perospirone,DRD2|HTR2A|HTR2C|DRD3|DRD4,-0.68
nitazoxanide,,-0.99
picrotoxin,GABRA1|GABRR1|GLRA2|GLRA3,-0.91
piroxicam,PTGS2|PTGS1,-0.95
mesalazine,PTGS1|PTGS2|PPARG|ALOX5|CTNNB1|NAT1|CHUK|IKBKB|MPO,-0.75
indinavir,CYP3A5|CYP3A4|CYP3A7,-1.04
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-0.66
etomidate,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|ADRA2B,-0.59
idarubicin,TOP2A,-0.94
icariin,NMUR2|SORD|PDE5A,-1.02
thiazolidinecarboxylic-acid,,-0.89
dofetilide,KCNH2|KCNH1|KCNJ12|KCNK2,-0.86
pazufloxacin,,-0.77
irsogladine,PDE4A,-0.81
nikkomycin,,-0.95
epothilone,TUBB,-1.19
BRD-K68202742,HDAC1|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC10|HDAC2|HDAC5|HDAC9,-0.7
l-bso,,-1.07
tofacitinib,JAK3|JAK1|JAK2|CYP2C19|TYK2,-0.83
TC-H-106,HDAC1|HDAC2|HDAC3|HDAC8,-0.95
BRD-K68202742,HDAC1|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC10|HDAC2|HDAC5|HDAC9,-0.67
raltegravir,,-0.86
enobosarm,AR,-0.56
KI-16425,LPAR1|LPAR3,-0.85
HG-5-113-01,,-0.92
HG-5-113-01,,-0.91
heraclenol,,-0.75
decitabine,DNMT1|DNMT3A,-1.03
zibotentan,EDNRA,-0.9
belinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|HDAC10|HDAC11,-0.64
BRD-A01317026,,-0.58
pirarubicin,TOP2A,-0.84
BRD-K74733595,,-1.05
mirin,MRE11A,-0.91
BRD-U08759356,,-0.63
calcifediol,VDR,-0.87
BRD-K79437791,PPARG,-0.68
A-443654,AKT1|AKT2,-1.47
torin-2,MTOR,-0.68
staurosporine,CDK2|GSK3B,-0.93
BRD-K05396879,,-1.05
lapatinib,EGFR|ERBB2|CYP3A5,-1.03
tetradecylthioacetic-acid,,-0.86
staurosporine,CDK2|GSK3B,-0.86
JNJ-26481585,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2,-0.89
lopinavir,,-0.8
GW-501516,PPARD|INS|PPARA,-0.98
A-443654,AKT1|AKT2,-0.98
acitretin,RARA|RXRG|RARB|RARG|RBP1|RXRA|RXRB|STAT3,-0.71
staurosporine,CDK2|GSK3B,-0.8
bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK,-0.87
alitretinoin,RARG|RARA|RARB|RXRA|RXRG|RXRB,-0.95
dacinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,-0.88
moxifloxacin,TOP2A,-0.6
KIN001-055,JAK3,-1.09
staurosporine,CDK2|GSK3B,-0.87
BI-78D3,MAPK8,-0.59
guggulsterone,NR1H4|PGR|AR|NR3C1|NR3C2,-0.85
BRD-A77577770,,-0.75
ochratoxin-a,,-0.93
erlotinib,EGFR|NR1I2,-0.86
staurosporine,CDK2|GSK3B,-0.84
WZ-3146,EGFR,-1.15
enzastaurin,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG,-0.56
AS-703026,MAP2K1|MAP2K2,-0.82
GSK-0660,PPARD,-0.92
BRD-U01690642,,-1.22
guggulsterone,NR1H4|PGR|AR|NR3C1|NR3C2,-1.05
apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1,-0.78
CGP-52411,EGFR,-1.0
oleoylethanolamide,GPR119|PPARA|KCND3|CNR1|GPR55,-1.09
HNHA,,-0.94
U-0126,MAP2K1|MAP2K2|JAK2|AKT1|CHEK1|GSK3B|LCK|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1,-0.78
K-858,KIF11,-0.86
D-609,,-0.83
rifabutin,CYP3A4|HSP90AA1|HSP90B1,-0.95
BRD-K05396879,,-0.66
chromomycin-a3,,-1.01
GSK-0660,PPARD,-0.68
BRD-A77577770,,-0.81
EI-273,PRKCA|PRKCG,-0.88
JNJ-26481585,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2,-1.25
A-443654,AKT1|AKT2,-0.72
U-0126,MAP2K1|MAP2K2|JAK2|AKT1|CHEK1|GSK3B|LCK|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1,-0.96
neurodazine,,-0.82
AZ-628,BRAF|RAF1,-0.86
tamibarotene,RARA|RARB,-0.78
cinacalcet,CASR,-0.74
ochratoxin-a,,-0.67
GSK-0660,PPARD,-0.75
GR-206,,-0.81
farnesol,MAOB,-1.3
taurodeoxycholic-acid,,-0.83
MR-16728,,-1.29
ezetimibe,NPC1L1|ANPEP|SOAT1,-0.75
