Gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,
CCNJ,6244,0.006163754,6.513754348,0.448771431,0.653888899,0.998806254,-5.806056972
SNX25,9359,-0.007041491,6.675080451,-0.448693227,0.653945263,0.998806254,-5.806089558
RNF111,10307,-0.029340817,7.481232237,-0.448656259,0.653971907,0.998806254,-5.80610496
DTYMK,23627,-0.012257827,6.463999489,-0.448637933,0.653985116,0.998806254,-5.806112594
HDGF,7034,-0.029539681,7.52341558,-0.448611733,0.654004,0.998806254,-5.806123509
NUDC,12371,0.02232705,8.157530144,0.44852181,0.654068814,0.998806254,-5.806160964
ASIC3,11647,-0.032581721,8.112994044,-0.448517224,0.65407212,0.998806254,-5.806162874
GEMIN5,5935,-0.013320785,6.584348248,-0.448446669,0.654122977,0.998806254,-5.806192257
PACSIN3,15807,-0.008146029,6.8335718,-0.44839739,0.654158498,0.998806254,-5.806212776
GNAQ,16606,0.011441132,6.707519811,0.44837017,0.654178119,0.998806254,-5.806224109
RORA,8385,-0.032762306,11.10736649,-0.448337177,0.654201902,0.998806254,-5.806237845
TUSC7,24161,0.013685321,6.433022209,0.448336715,0.654202235,0.998806254,-5.806238037
ADARB2,8001,-0.065212297,7.240377112,-0.448228778,0.654280044,0.998806254,-5.806282968
ARFRP1,25864,-0.007307358,6.653091116,-0.448224021,0.654283474,0.998806254,-5.806284948
NCMAP,25386,-0.028848505,9.107175433,-0.448180766,0.654314656,0.998806254,-5.80630295
VIPAS39,3376,0.014283274,6.782463652,0.448079197,0.654387879,0.998806254,-5.806345215
ZNF260,904,-0.015867018,6.703087406,-0.44806587,0.654397487,0.998806254,-5.80635076
ISLR,15207,0.00596011,6.501860657,0.448049894,0.654409005,0.998806254,-5.806357406
FAIM,16589,-0.013692174,6.638002514,-0.447945213,0.654484476,0.998806254,-5.806400954
R3HDM2,8466,-0.020216981,7.113722277,-0.447892578,0.654522425,0.998806254,-5.806422846
MYL5,5053,-0.009867047,6.608972967,-0.447888828,0.654525129,0.998806254,-5.806424405
ERG,24864,0.018542337,8.720426353,0.447884942,0.654527931,0.998806254,-5.806426021
H2BC12,16369,0.006540965,6.670031966,0.447793244,0.654594047,0.998806254,-5.806464154
ERLIN1,17327,0.005860879,6.493887634,0.447720321,0.654646628,0.998806254,-5.806494474
RPL31P13,6464,-0.022053129,10.26224081,-0.447703796,0.654658543,0.998806254,-5.806501344
ACP1,2864,0.006161953,6.500807642,0.447681571,0.654674568,0.998806254,-5.806510583
ATP5F1A,14841,-0.025330416,7.909378813,-0.447574025,0.654752118,0.998806254,-5.806555285
PNMA6F,9029,0.02995211,8.631830604,0.447501621,0.65480433,0.998806254,-5.806585374
RNU7-185P,19885,-0.029114182,6.888739742,-0.44744595,0.654844476,0.998806254,-5.806608506
BTBD11,19937,-0.02615058,6.676689288,-0.447433238,0.654853643,0.998806254,-5.806613788
CDH19,23647,0.006207259,6.321551691,0.44739613,0.654880404,0.998806254,-5.806629205
LINC01114,20895,0.030948855,8.750377583,0.447377205,0.654894052,0.998806254,-5.806637067
NKAP,13218,0.034041213,11.93941133,0.447264113,0.654975612,0.998806254,-5.806684042
ITPK1,25753,0.016661097,7.409287355,0.447242171,0.654991436,0.998806254,-5.806693154
IRS2,9567,0.005964939,6.330398753,0.447238842,0.654993837,0.998806254,-5.806694537
VWA5B1,13662,-0.027037502,11.57691105,-0.447226766,0.655002546,0.998806254,-5.806699552
GIMAP2,7126,-0.024678068,7.815727519,-0.447222965,0.655005288,0.998806254,-5.806701131
RNU5E-6P,16253,-0.025956123,6.645988516,-0.447212167,0.655013076,0.998806254,-5.806705615
ATP5PO,24426,0.022635171,7.24379381,0.447192329,0.655027383,0.998806254,-5.806713853
OXLD1,22985,-0.015097125,7.10641188,-0.447126223,0.655075061,0.998806254,-5.806741301
OR6T1,2058,0.008245397,6.597710945,0.447098458,0.655095087,0.998806254,-5.806752829
FNTA,6993,0.007775437,6.65359181,0.447080399,0.655108112,0.998806254,-5.806760326
LOC388282,5476,0.007795267,6.724172612,0.44697594,0.655183456,0.998806254,-5.806803687
TRIM52,16139,-0.006824484,6.604199638,-0.446898895,0.655239029,0.998806254,-5.806835661
CCDC151,10718,0.026905203,9.046986636,0.446874964,0.655256291,0.998806254,-5.806845592
ERVW-1,17854,-0.03640101,8.327603,-0.446861368,0.655266098,0.998806254,-5.806851234
HUNK,22270,0.056798567,11.30784565,0.446829398,0.65528916,0.998806254,-5.806864499
RPL7A,9223,0.010572759,6.410849892,0.446815793,0.655298973,0.998806254,-5.806870144
MED1,15923,-0.012683322,6.793552186,-0.446812563,0.655301303,0.998806254,-5.806871484
TGM4,13970,-0.005994549,6.430591787,-0.446799916,0.655310426,0.998806254,-5.806876731
CPS1-IT1,14030,0.04195523,13.04974058,0.446781753,0.655323528,0.998806254,-5.806884267
POLR3C,4411,-0.024085307,8.989692545,-0.446776163,0.655327561,0.998806254,-5.806886586
LOC101060400,1281,0.036853392,8.270065273,0.446762443,0.655337457,0.998806254,-5.806892278
RAB11FIP1,7051,0.023385072,8.997621167,0.446745621,0.655349592,0.998806254,-5.806899256
ABLIM1,6480,0.025177495,10.34579987,0.446610687,0.655446933,0.998806254,-5.806955224
SPCS2P4,3370,-0.029407765,10.89551275,-0.446594942,0.655458291,0.998806254,-5.806961753
TMEM109,105,0.005855147,6.336780285,0.446513828,0.655516809,0.998806254,-5.806995388
CCER2,20715,-0.005852032,6.398601587,-0.446501007,0.655526059,0.998806254,-5.807000704
PLK1,20353,-0.008575425,6.574067378,-0.446445713,0.655565951,0.998806254,-5.807023628
SNRNP40,4040,-0.012255808,6.588397852,-0.446432334,0.655575604,0.998806254,-5.807029174
PPIAP80,4121,0.031570509,8.822742007,0.446366036,0.655623437,0.998806254,-5.807056655
FAM76B,3922,0.030208588,8.259879246,0.446361683,0.655626577,0.998806254,-5.807058459
LOC105371409,2499,-0.010941296,6.708682365,-0.446296793,0.655673396,0.998806254,-5.807085353
MGAM,15323,0.021794331,9.697965495,0.446292147,0.655676748,0.998806254,-5.807087279
PPEF2,22123,0.00663361,6.488459996,0.446191777,0.655749168,0.998806254,-5.807128869
ACCSL,25348,-0.010196812,6.488449805,-0.446148186,0.655780621,0.998806254,-5.807146929
GIGYF2,13512,-0.010824116,6.702249223,-0.446089759,0.655822781,0.998806254,-5.807171133
ZNF806,19762,0.086155893,7.740510853,0.446044738,0.655855267,0.998806254,-5.807189781
VAV3,22981,-0.034832599,9.140509325,-0.446015305,0.655876506,0.998806254,-5.807201971
UQCR10,910,0.032277697,7.92115855,0.44599741,0.655889419,0.998806254,-5.807209382
TOP1MT,12830,0.023818223,8.376582817,0.445940964,0.655930152,0.998806254,-5.807232757
STX5,15347,-0.091539238,7.97372912,-0.445931996,0.655936623,0.998806254,-5.807236471
