name,target,norm_cs
dabrafenib,BRAF|CYP2B6|CYP2C19|CYP2C8|CYP3A4|LIMK1|NEK11|RAF1|SIK1,-0.97
chloroxine,OPRK1,-0.69
benzonatate,SCN5A,-0.95
candesartan-cilextil,AGTR1|AGTR2,-1.05
tazarotene,RARG|RARA|RARB|ODC1|RXRB,-0.95
ibudilast,PDE4A|PDE4B|PDE4C|MIF|PDE10A|PDE4D|TLR4|PDE3A|CYSLTR1|PDE11A|IL1B|IL6|PDE5A,-1.0
hydroflumethiazide,SLC12A1|ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A3,-0.94
BRD-K73261812,CTNNB1,-0.9
brucine,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-0.97
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-0.93
nimodipine,CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR,-0.75
citalopram,SLC6A4|SLC6A2,-1.08
QX-314,MAPK14|TGFBR1,-0.79
ML-347,ACVR1|ACVRL1|BMPR1A,-0.9
CGP-60474,CDK1|CDK2,-1.02
erythromycin-ethylsuccinate,CYP3A4|MLNR|ABCB1|ALB|CYP51A1|KCNH2|SLC47A1,-0.85
tianeptine,SLC6A4|OPRD1|OPRK1|OPRM1,-1.2
erteberel,ESR2|ESR1,-1.1
procaterol,ADRB2,-1.0
hexamethylenebisacetamide,AKT1,-0.99
tyrphostin,ERBB2,-0.91
azacitidine,DNMT1|DNMT3A,-1.2
mebeverine,CHRM1|CHRM2|CHRM3|CHRM4,-0.87
ICI-89406,ADRB1|ADRB2,-1.33
ketorolac,PTGS1|PTGS2,-0.78
RG-7388,MDM2|TP53,-0.83
CGS-12066B,HTR1B,-1.52
W-9,CALM2,-1.08
AV-608,TACR1,-1.25
pazopanib,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3,-1.12
clopidogrel,P2RY12|CYP2B6|CYP2C19|CYP3A5,-1.15
BRD-K33211335,SIGMAR1|CYP3A5|GRIN1|CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SLC6A2|SLC6A4,-1.07
cutamesine,SIGMAR1,-1.01
vinpocetine,PDE1A|SCN10A|PDE1C,-0.93
ALW-II-49-7,DDR1,-0.79
BRD-K26011976,TOP1|PTPN1,-0.75
sasapyrine,PTGS1|PTGS2,-0.8
gliclazide,ABCC8|KCNJ11|VEGFA,-1.21
givinostat,HDAC2|IL1B|IL1R2|IL6R|TNF|HDAC1|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,-1.02
rebastinib,ABL1|BCR|FLT3|FGR|HCK|KDR|LYN|TEK|SRC,-1.19
SIB-1757,GRM5,-0.94
lurasidone,DRD2|HTR2A|HTR7|HTR1A|ADRA2A|ADRA2C,-0.74
pitavastatin,HMGCR|APOA1|CYP2C8,-1.27
pimecrolimus,FKBP1A|CYP3A5|MTOR,-1.07
rigosertib,PLK1|MCL1,-0.97
stiripentol,ABAT|SCN1A|SCN3A|GABRA3,-0.69
sorafenib,RET|BRAF|FLT3|KDR|RAF1|FLT1|FLT4|KIT|DDR2|PDGFRB|FGFR1|CYP2B6|CYP2C8|CYP3A5|PDGFB|SLCO1B3,-0.83
BRD-A13133631,NR3C1,-0.65
mepivacaine,SCN9A|SCN10A,-1.55
SKF-77434,DRD1,-0.87
PF-543,SPHK1,-1.0
BMY-14802,HTR1A|SIGMAR1,-0.96
D-4476,CSNK1A1|CSNK1D|TGFB1,-0.81
nafamostat,ASIC1|ASIC2|ASIC3|C1R|PRSS1|TPSAB1|TRPM7,-0.94
BAY-59-3074,CNR1|CNR2,-0.84
dexniguldipine,CALM1|PRKCA|ADORA3,-0.76
bisbenzimide,TOP1,-0.76
indoramin,ADRA1A|ADRA1D|ADRA1B|ADRA2B|ADRA2C,-1.08
swainsonine,MAN2A1,-0.98
estrone,ESR1|ESR2,-0.82
XE-991,KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5,-0.71
celecoxib,PTGS2|CASP3|CYP2C19|CA12|PDPK1,-0.98
PF-543,SPHK1,-0.88
doxepin,HRH1|HRH2|SLC6A2|SLC6A4|CYP2C19|SLC6A3|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|KCNH2,-0.95
CGP-60474,CDK1|CDK2,-1.28
tubocurarine,CHRNA2|HTR3A|ACHE|HTR3B|KCNN1|KCNN2|KCNN3|ZACN,-0.9
irsogladine,PDE4A,-0.75
IOWH-032,CFTR,-0.75
erythromycin-ethylsuccinate,CYP3A4|MLNR|ABCB1|ALB|CYP51A1|KCNH2|SLC47A1,-0.95
BMY-7378,HTR1A|ADRA1D|ADRA1A|ADRA1B,-0.95
SCH-28080,ATP4A,-0.85
nisoxetine,SLC6A2|SLC6A3|SLC6A4,-1.07
LY-2886721,BACE1|BACE2,-0.75
SCH-442416,ADORA1|ADORA2A,-1.14
dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1,-1.38
merbarone,TOP2A,-0.79
MT-21,CYCS,-0.85
PD-0325901,MAP2K1|MAP2K2,-1.15
RS-56812,HTR3A,-1.12
UNC-0321,EHMT2,-0.8
tiaprofenic-acid,PTGS2|PTGS1,-0.78
cholic-acid,CES1|FECH|PLA2G1B|ADH1C|COX1|COX2|COX3|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|GPBAR1,-1.19
anisodamine,TNF|ADRA1A,-1.04
iniparib,PARP1,-1.18
BRL-54443,HTR1E|HTR1F,-1.28
olaparib,PARP1|PARP2|PARP3,-0.75
staurosporine,CDK2|GSK3B,-0.71
BRD-K41170226,GPBAR1|EFL1|FPR1,-0.96
proxyfan,HRH3,-1.1
BRD-K03670461,EGFR,-0.64
apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1,-1.05
azelaic-acid,TYR|TXNRD1|TXNRD2|AKR1D1|SRD5A2,-1.06
dovitinib,FGFR1|FLT1|KDR|EGFR|FGFR3|FLT3|FLT4|KIT|PDGFRB|CSF1R|FGFR2|INSR|PDGFRA,-1.01
nefazodone,HTR2A|SLC6A4|HTR2C|SLC6A2|CYP3A5|CYP3A7|ADRA1A|ADRA1B|ADRA2A|CYP3A4|HTR1A|SLC6A3,-1.26
AZD-6482,PIK3CB|PIK3CD|PIK3CG|PIK3CA,-1.11
budesonide,NR3C1|CYP3A5|CYP3A7,-0.73
NVP-TAE226,IGF1R|PTK2,-1.18
dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1,-1.51
physostigmine,ACHE|BCHE,-1.15
desoxycortone,NR3C2|NR3C1,-0.63
cortisone,AR,-0.71
olanzapine,DRD2|HTR2A|HTR2C|DRD3|DRD4|DRD1|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR6|HTR7|CYP2C8|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH2|HRH4|HTR1F|HTR2B|HTR3A|HTR5A,-0.69
enobosarm,AR,-0.66
GR-127935,HTR1B|HTR1D|HTR1A|HTR2A|HTR2C|HTR1E|HTR1F|HTR2B|HTR6,-0.79
ethosuximide,CACNA1G|CACNA1H|CACNA1I,-0.77
telatinib,KDR|FLT4|KIT|PDGFRB,-1.4
ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B,-1.84
LFM-A12,EGFR,-1.17
megestrol-acetate,PGR|NR3C1,-1.27
acrivastine,HRH1,-1.02
trifluridine,TYMS,-0.76
ritodrine,ADRB2,-1.07
idarubicin,TOP2A,-1.3
marimastat,MMP1|MMP2|MMP7|MMP10|MMP11|MMP12|MMP13|MMP14|MMP15|MMP16|MMP17|MMP19|MMP20|MMP21|MMP23A|MMP24|MMP25|MMP26|MMP27|MMP28|MMP3|MMP8|MMP9,-1.1
arcyriaflavin-a,CCND1|CDK4|CCNE1|CDK2,-0.58
AZD-6482,PIK3CB|PIK3CD|PIK3CG|PIK3CA,-1.21
FGIN-1-43,TSPO,-1.11
pregnenolone,PGR|CYP17A1|SULT2B1,-0.92
temozolomide,TOP2A|MGMT,-0.91
canertinib,EGFR|ERBB2|ERBB4|AKT1,-1.45
sertraline,SLC6A4|CYP2C19|SLC6A3,-0.82
ritodrine,ADRB2,-1.03
clomethiazole,GABRA1,-1.33
estriol,ESR1|ESR2,-0.54
midodrine,ADRA1A|ADRA1B|ADRA1D,-0.78
loratadine,HRH1|CYP2C19|CYP3A5,-1.2
BW-723C86,HTR2B|HTR2A|HTR2C,-0.8
E-7438,EZH2,-0.94
gimeracil,DPYD,-0.97
ezetimibe,NPC1L1|ANPEP|SOAT1,-1.12
epothilone-b,TUBB|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA4A|TUBA8|TUBB1|TUBB3|TUBB4A|TUBB4B,-0.96
oxaprozin,PTGS1|PTGS2,-0.81
mepacrine,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1,-0.98
niguldipine,ADRA1A|CACNA1C,-0.84
bicalutamide,AR|CYP2C19,-0.85
zosuquidar,ABCB1|ABCB4,-0.83
tizanidine,CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH,-1.06
sibutramine,SLC6A2|SLC6A4|SLC6A3|CYP2B6|CYP2C19|CYP3A5,-1.07
idelalisib,PIK3CD|PIK3CG|CCL3|CCL4|PIK3CA|PIK3CB,-0.84
vinpocetine,PDE1A|SCN10A|PDE1C,-1.26
altanserin,HTR2A|HTR2C,-0.76
refametinib,MAP2K1|MAP2K2,-1.19
risperidone,DRD2|HTR2A|DRD3|HTR2C|ADRA1A|ADRA1B|DRD4|HRH1|HTR1A|HTR1D|CYP3A5|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|HTR1B|HTR1E|HTR1F|HTR6|HTR7,-0.62
tanespimycin,HSP90AA1|CHEK1,-1.05
cyclosporin-a,PPIA|CYP3A5|CYP3A7|PPID|ABCB11|CAMLG|FPR1|PPIF|PPP3R2|SLC10A1|SLCO1B1|SLCO1B3,-0.79
nicorandil,ABCC9|KCNJ8|KCNJ11,-0.95
oxybutynin,CHRM3|CHRM2|CHRM1|CHRM4,-1.23
VAMA-37,PRKDC,-0.89
GSK-269962,ROCK1|ROCK2,-0.98
olmesartan,AGTR1,-0.62
ABT-737,BCL2|BCL2L1|BCL2L2,-0.85
SGX-523,MET,-0.86
AMG-208,MET,-0.92
piribedil,DRD2|DRD3|ADRA2A|ADRA1A|ADRA2C|DRD4|HTR1A|HTR2B,-1.18
phenylbutyrate,CYP3A5|HDAC1,-1.09
bucladesine,PRKACA,-1.17
PTB1,PTPN1,-1.05
rutin,AKR1C3|AKR1B1,-0.81
epitiostanol,AR,-1.31
embelin,XIAP,-1.2
bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK,-1.06
mepireserpate,SLC18A2|SLC18A1,-1.11
domperidone,DRD2|DRD3|ABCG2|CYP3A5,-0.81
O-2050,CNR1,-1.01
ciprofloxacin,TOP2A,-0.68
BRD-K03670461,EGFR,-0.77
ABT-737,BCL2|BCL2L1|BCL2L2,-0.96
ketanserin,HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2B|HTR5A|HTR7|SLC18A1|SLC18A2,-1.43
MG-132,PSMB1,-1.09
capecitabine,TYMS|DPYD,-1.0
estramustine-phosphate,ESR1|ESR2|MAP1A|MAP2,-1.07
AR-A014418,GSK3B,-0.97
telotristat,TPH1,-0.69
MAZ-51,FLT4,-0.72
alfacalcidol,VDR|CYP27B1,-0.7
purvalanol-b,CDK2|CDK4|MAPK1|MAPK3|CDK5|SRPK2,-0.85
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-0.94
RAF-265,BRAF|KDR|KIT|PDGFRB|RAF1,-0.7
SKF-96365,CYP3A4|TRPC1|PKD2|TRPC3|TRPC4|TRPC5|TRPV2,-1.06
L-803087,SSTR4,-1.08
CV-1808,ADORA2A|ADORA2B,-0.72
RG-14620,EGFR,-1.03
selumetinib,MAP2K1|MAP2K2,-0.83
AZ-628,BRAF|RAF1,-0.85
mibefradil,CACNA1H|CACNA1G|CACNA1C|CACNA1I|SCN2A|SCN4A|SCN5A|SCN9A|ANO1|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4,-0.73
SAR-245409,MTOR|PIK3CG,-1.35
TAK-285,ERBB2|EGFR,-0.8
ONO-4059,BTK,-0.98
ibudilast,PDE4A|PDE4B|PDE4C|MIF|PDE10A|PDE4D|TLR4|PDE3A|CYSLTR1|PDE11A|IL1B|IL6|PDE5A,-1.39
suvorexant,HCRTR1|HCRTR2,-1.17
etizolam,GABRA1|GABRA2|GABRA3|GABRA5|PTAFR,-0.73
sibutramine,SLC6A2|SLC6A4|SLC6A3|CYP2B6|CYP2C19|CYP3A5,-1.13
PSB-069,ENTPD1|ENTPD2|ENTPD3,-0.76
inositol,CDIPT|GBA,-1.23
tomelukast,CYSLTR1,-0.9
WZ-4002,EGFR|ERBB2,-1.56
DUP-697,PTGS2,-1.01
phenoxybenzamine,ADRA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2C|ADRB2|CALM1,-0.89
Ro-3306,CDK1,-0.99
BRD-K73589401,HSD11B1|NR3C2|NCOA1,-1.09
flufenamic-acid,AKR1C3|AR|PTGS1|PTGS2|ANO1|GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|PANX1|PANX2|PANX3|PKD2L1|TRPC5|TRPM2|TRPM5,-1.03
sirolimus,MTOR|FKBP1A|CCR5|FGF2,-0.82
bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1,-1.15
cilostazol,PDE3A|CYP2C19|CYP3A5|PDE3B,-0.85
BRD-K08177763,MTOR|PTEN,-0.83
N-6022,ADH5,-0.95
halcinonide,NR3C1,-1.15
molsidomine,GUCY1A3,-1.28
dopamine,DRD2|DRD1|DRD3|DRD4|DRD5|DBH|HTR1A|HTR7|SLC6A2|SLC6A3|SLC6A4,-1.14
LY-165163,HTR1A|HTR1D,-1.03
piroxicam,PTGS2|PTGS1,-0.86
ursolic-acid,HSD11B1|PTPN1|ACHE|CASP3|STS|PLA2G1B|PYGM,-1.25
betaxolol,ADRB1|ADRB2,-0.86
roxatidine,HRH2,-0.71
CP-94253,HTR1B,-0.98
tanespimycin,HSP90AA1|CHEK1,-1.05
folic-acid,FOLR2|FOLR3|SLC19A1|SLC46A1,-0.93
hydroxychloroquine,TLR7|TLR9,-0.98
vecuronium,CHRNA2,-1.05
fluvastatin,HMGCR|CYP2C8,-1.23
cytarabine,POLA1|POLB|POLD1|POLE,-1.42
WYE-354,MTOR,-1.28
tenoxicam,PTGS2|PTGS1,-0.83
resiquimod,TLR7|TLR8,-0.9
loteprednol,NR3C1,-0.85
BRD-K18059238,TBXAS1|PTGS1|PTGS2,-0.87
SB-203186,HTR4,-0.92
CNX-774,BTK,-0.93
hexylresorcinol,TYR,-1.18
evodiamine,TRPV1,-1.08
LY-215490,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1,-0.68
MK-1775,WEE1,-0.83
cinnarizine,HRH1,-0.93
AG-370,PDGFRB,-0.8
etofylline-clofibrate,LPL|PPARA,-1.16
dolastatin-10,TUBB,-0.87
diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3,-1.0
nadide,AHCY|AKR1A1|ALDH2|BLVRA|DHPS|DLD|GALE|HMGCR|HSD17B1|HSD17B4|IMPDH2|MGAM|P2RY11|SORD|TRPM2,-0.73
saxagliptin,DPP4|CYP3A5,-0.83
GDC-0941,PIK3CG|PIK3CA|PIK3CB|PIK3CD,-0.89
purmorphamine,SMO|DHH|IHH|PTCH1,-0.91
ENMD-2076,AURKA|FLT3|KDR|PDGFRA|SRC|CSF1R|EPHA1|FGFR1|FGFR2|FGFR3|FLT4|KIT|PTK2,-0.74
canertinib,EGFR|ERBB2|ERBB4|AKT1,-1.67
oxandrolone,AR,-1.03
TW-37,BCL2|BCL2L1|MCL1,-1.11
masoprocol,ALOX5|IGF1R,-1.2
atomoxetine,SLC6A2|SLC6A3|SLC6A4|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B,-1.4
estradiol,ESR1|ESR2|NR1I2|CYP2B6|CYP2C19|CYP2C8|CYP2E1|CYP3A5|CYP3A7|GPER1|KCNMA1,-0.89
fenofibrate,PPARA|APOA1|CYP2C19|CYP2C8|MMP25,-0.8
loratadine,HRH1|CYP2C19|CYP3A5,-0.87
amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13,-0.8
mitotane,CYP11B1|CYP11A1|CYP3A4|ESR1|FDX1,-1.24
escitalopram,SLC6A4|CYP2C19|ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3,-1.17
ML-213,KCNQ4|KCNQ2,-0.83
A-66,PIK3CA,-0.9
etomidate,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|ADRA2B,-0.87
roflumilast,PDE4A|PDE4B|PDE4C|PDE4D|CYP2B6|CYP2C19,-1.29
rotigotine,DRD2|DRD3|DRD4|DRD1|DRD5|ADRA2B|HTR1A,-0.88
veliparib,PARP1|PARP2,-0.75
galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG,-0.75
AR-A014418,GSK3B,-0.8
latanoprost,PTGFR,-0.88
RU-24969,HTR1A|HTR1B|HTR6|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,-1.1
norfloxacin,TOP2A,-1.04
relcovaptan,AVPR1A|AVPR1B|AVPR2|OXTR,-0.84
indatraline,SLC6A2|SLC6A3|SLC6A4|MAOA|MAOB,-0.8
thiomersal,OXCT1,-0.86
quercetin,PIK3CG|AKR1B1|CYP2C8|EGFR|GAA|MAOA|PTPN1|SCN5A|SIRT1|XDH|ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIM1|STK17B|UGT3A1,-0.77
deracoxib,PTGS2,-0.92
auraptene,MAOB,-1.18
flupirtine,KCNQ2|KCNQ3|ADRA2A|KCNQ1,-1.16
NSC-3852,HDAC1,-0.69
SID-26681509,CTSL,-1.32
avagacestat,PSEN1,-0.94
camptothecin,TOP1|HIF1A,-1.45
PNU-282987,CHRNA7,-1.0
felodipine,CACNA1C|CACNA1D|CACNA1S|NR3C2|CACNA1F|CACNA1H|CACNA2D1|CACNA2D2|CACNB2|CALM1|CFTR|PDE1A|PDE1B|TNNC1|TNNC2,-0.62
carteolol,ADRB1|ADRB2,-0.69
bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA,-0.7
BMY-7378,HTR1A|ADRA1D|ADRA1A|ADRA1B,-1.12
SEP-227900,DAO,-0.88
cilostazol,PDE3A|CYP2C19|CYP3A5|PDE3B,-0.91
PF-562271,PTK2|PTK2B,-0.92
AZD-5363,AKT1|AKT2|AKT3,-1.1
edaravone,BCL2,-1.08
disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH,-0.85
PSB-069,ENTPD1|ENTPD2|ENTPD3,-0.97
selumetinib,MAP2K1|MAP2K2,-0.78
AM-24,ALOX5|SELL,-0.73
dolastatin-10,TUBB,-1.06
talinolol,ADRB1,-1.11
anisodamine,TNF|ADRA1A,-0.87
remoxipride,DRD2|DRD3|DRD4|HTR2A|SIGMAR1,-1.07
BMS-536924,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,-0.98
dapagliflozin,SLC5A2|SLC5A1,-0.88
dehydroepiandrosterone,AR|CYP3A5|ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1,-0.91
RS-504393,CCR2|CCL2,-1.14
CITCO,NR1I3,-1.0
CP-724714,ERBB2,-0.82
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-0.75
piperine,MAOA|MAOB|TRPV1,-0.89
medroxyprogesterone-acetate,PGR,-1.11
metixene,CHRM5|CHRM1|CHRM2|CHRM3|CHRM4,-0.81
levcromakalim,KCNJ8|ABCC9|KCNJ5,-1.1
salvinorin-a,OPRK1|OPRD1|OPRM1,-0.79
zaprinast,PDE5A|GPR35|PDE1A|PDE4D|PDE9A,-1.15
triptorelin,GNRHR|GNRH1,-0.95
bemesetron,HTR3A|HTR3B,-1.32
KX-2391,SRC,-1.12
Y-134,ESR1|ESR2,-0.98
propentofylline,ACHE|PDE1A,-1.45
bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1,-1.5
pravastatin,HMGCR|SLCO1B1,-1.35
S-14506,HTR1A|DRD2|HTR2C,-1.29
VX-745,MAPK14|MAPK11|MAPK12,-1.2
WP-1130,JAK2|USP9X|STAT3|SYK|UCHL5|USP14,-1.36
zafirlukast,CYSLTR1|CYSLTR2,-1.1
bisbenzimide,TOP1,-0.85
flunisolide,NR3C1,-1.15
PD-198306,MAPK1|MAPK3|MAP2K1|MAP2K2,-1.15
L-733060,TACR1,-0.9
FTI-276,FNTA,-1.03
iniparib,PARP1,-0.84
Ro-25-6981,GRIN2B|SLC18A2,-0.83
THZ-1,CDK7,-1.42
medroxyprogesterone-acetate,PGR,-0.79
SID-26681509,CTSL,-1.04
WYE-125132,MTOR|PIK3CA,-0.7
