name,target,norm_cs
ritonavir,CYP3A4|CYP1A2|CYP2B6|CYP2C19|CYP3A5|CYP3A7|CYP2C8|CYP2C9|CYP2D6|CYP2E1,-0.87
valproic-acid,HDAC1|SCN1A|SCN3A|ABAT|ALDH5A1|ACADSB|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1B|SCN2A|SCN2B|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A,-0.76
phenylbutazone,PTGS2|PTGS1|PTGIS,-0.72
carbenoxolone,HSD11B1|GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|PANX1|PANX2|PANX3,-0.91
NVP-DPP728,DPP4,-0.81
PD-0325901,MAP2K1|MAP2K2,-0.7
darifenacin,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5,-0.73
trapidil,PDGFRA,-1.05
indacaterol,ADRB2|ADRB1,-1.19
mevastatin,HMGCR,-1.46
cilostazol,PDE3A|CYP2C19|CYP3A5|PDE3B,-0.56
lavendustin-c,CAMK2A|EGFR|SRC,-1.0
niflumic-acid,CLCNKA|PTGS2|ANO1|CLCN1|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|UGT1A9,-1.08
ABT-737,BCL2|BCL2L1|BCL2L2,-0.73
trifluoperazine,DRD2|ABCG2|CAMK2A|SCN4A|SCN9A|ADRA1A|CALM1|CALY|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1,-0.85
zosuquidar,ABCB1|ABCB4,-0.68
doxofylline,ADORA1|PDE4A|PDE4B|PDE4C|PDE4D,-0.64
hydroflumethiazide,SLC12A1|ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A3,-0.81
HMN-214,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA,-1.57
testosterone,AR|CYP2C19|CYP2C8|CYP3A5|CYP19A1,-1.04
triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D,-1.0
NVP-TAE684,ALK|INSR,-0.66
viloxazine,SLC6A2|SLC6A4,-1.18
ticlopidine,P2RY12|CYP2B6|CYP2C19,-0.76
LY-2801653,MET|MST1R,-0.91
tetrabenazine,SLC18A2|DRD2|SLC18A1,-1.01
metergoline,HTR2A|DRD2|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2B|HTR2C|HTR5A|HTR6|HTR7,-0.88
olopatadine,HRH1|S100A1|S100A12|S100A13|S100A2|S100B,-1.22
D-64131,TUBB,-0.86
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.74
furosemide,SLC12A1|SLC12A2|CA2|GPR35,-1.12
RS-23597-190,HTR4,-1.01
immepip,HRH3|HRH4,-0.88
fasudil,ROCK1|ROCK2|PKIA|PRKACA,-0.82
dazoxiben,TBXAS1,-1.26
tetrabenazine,SLC18A2|DRD2|SLC18A1,-1.24
midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG,-0.88
LY-2183240,FAAH,-0.56
AZD-1981,PTGDR2,-0.65
diltiazem,CACNA1C|CYP3A5|CYP3A7|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5,-1.13
fludarabine-phosphate,POLA1|RRM1|DCK|POLD1|POLE|RRM2|RRM2B,-0.99
dienestrol,ESR1,-0.92
CGP-12177,ADRB3|ADRB1|ADRB2,-1.18
LY-215490,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1,-1.11
ALW-II-38-3,DDR1,-0.72
sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH,-0.98
luteolin,AKR1B1|GAA|MAOA|XDH|TOP1,-1.12
SU-6656,LYN,-1.26
JW-55,TNKS|TNKS2,-0.77
vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA,-1.01
sparfosic-acid,CAD,-0.85
arvanil,TRPV1|CNR1,-0.7
tropicamide,CHRM3|CHRM4|CHRM1|CHRM2,-0.88
voreloxin,TOP2A|PRKDC,-1.17
SR-27897,CCKAR,-0.57
nisoldipine,CACNA1C|CACNA1D|CACNA1S|CYP3A5|CACNA1F|CACNA2D1|CACNB2,-0.94
YM-976,PDE4A|PDE4B|PDE4C|PDE4D|TNF,-1.31
amcinonide,NR3C1|ANXA1,-1.21
RS-79948,ADRA2A,-1.25
mirtazapine,ADRA2A|HTR2A|HTR2C|ADRA2C|HTR3A|ADRA2B|ADRA1A|ADRA1B|ADRA1D|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2B|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4,-0.9
fluocinolone-acetonide,NR3C1|SERPINA6,-1.07
CO-101244,GRIN2B,-1.27
fomepizole,ADH1A|ADH1B|ADH1C|AKR1A1|CAT,-0.83
etizolam,GABRA1|GABRA2|GABRA3|GABRA5|PTAFR,-0.72
nutlin-3,MDM2|TP53,-0.99
UNC-0321,EHMT2,-0.62
goserelin-acetate,GNRHR|GNRH1|LHCGR,-1.24
ibutilide,KCNH2|CACNA1C|SCN5A|CACNA2D1|CACNB1|CACNG1|KCNH6|KCNH7|KCNJ11|KCNK1|KCNK6,-0.9
L-701324,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,-1.15
CYT-997,TUBB,-0.65
m-chlorophenylbiguanide,HTR3A|HTR3B,-1.03
methylprednisolone,NR3C1,-0.81
azacitidine,DNMT1|DNMT3A,-1.38
metixene,CHRM5|CHRM1|CHRM2|CHRM3|CHRM4,-1.13
CGS-21680,ADORA2A|ADORA1|ADORA2B|ADORA3,-1.06
ursolic-acid,HSD11B1|PTPN1|ACHE|CASP3|STS|PLA2G1B|PYGM,-1.44
SU-4312,KDR|PDGFRB,-1.22
guanfacine,ADRA2A|ADRA2B|CYP3A5|HCN1|HCN2|HCN3|HCN4|ADRA2C,-0.91
ZM-323881,KDR,-0.85
nocodazole,HPGDS,-0.77
SSR-69071,ELANE,-0.84
MK-5108,AURKA|AURKB|AURKC,-1.1
talazoparib,PARP2|PARP1,-1.26
HLI-373,MDM2,-1.18
YC-1,HIF1A|GUCY1A2|GUCY1A3|GUCY1B3,-1.02
BMY-14802,HTR1A|SIGMAR1,-1.35
PF-03758309,PAK4,-0.67
GSK-256066,PDE4A|PDE4B|PDE4C|PDE4D,-1.01
anisomycin,RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13,-1.3
cyclosporin-a,PPIA|CYP3A5|CYP3A7|PPID|ABCB11|CAMLG|FPR1|PPIF|PPP3R2|SLC10A1|SLCO1B1|SLCO1B3,-1.23
ataluren,DMD|CFTR|F8|F9,-1.18
vismodegib,SMO|ABCB1|ABCG2|CYP2C19|CYP2C8|DHH|IHH|PTCH1,-1.15
isoquercetin,AKR1B1,-1.02
furosemide,SLC12A1|SLC12A2|CA2|GPR35,-0.88
RS-39604,HTR4,-1.2
felodipine,CACNA1C|CACNA1D|CACNA1S|NR3C2|CACNA1F|CACNA1H|CACNA2D1|CACNA2D2|CACNB2|CALM1|CFTR|PDE1A|PDE1B|TNNC1|TNNC2,-0.86
trilostane,ESR2|ESR1|HSD3B2|JUN|NR3C1|HSD3B1,-1.22
afatinib,EGFR|ERBB2|ERBB4,-0.93
MK-1775,WEE1,-0.8
gabexate,PRSS1|TPSAB1,-1.14
AS-601245,MAPK10|MAPK8|MAPK9,-0.65
itopride,DRD2|ACHE|CHRM3,-0.98
zaleplon,GABRA1|AOX1|GABRB1|GABRG2|TSPO,-0.81
SB-206553,HTR2B|HTR2C|HTR1A|HTR2A,-1.31
UNC-669,L3MBTL1|L3MBTL3,-1.02
phenethyl-isothiocyanate,CYP2E1,-0.91
tetracaine,SCN9A|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A,-0.86
tiotidine,HRH2,-0.91
ABT-751,TUBB,-0.66
CP-94253,HTR1B,-0.72
alclometasone,NR3C1|CYP3A4|SERPINA6,-1.18
tenovins,SIRT1|SIRT2,-0.91
etofenamate,PTGS1|PTGS2,-0.57
formononetin,ADH1C|SLC5A2,-0.69
naphazoline,ADRA1A|ADRA2A,-0.98
SB-271046,HTR6,-1.43
labetalol,ADRB1|ADRB2|ADRA1A|ADRA1D|ADRA1B,-0.97
safinamide,MAOB|SLC6A3,-1.02
felodipine,CACNA1C|CACNA1D|CACNA1S|NR3C2|CACNA1F|CACNA1H|CACNA2D1|CACNA2D2|CACNB2|CALM1|CFTR|PDE1A|PDE1B|TNNC1|TNNC2,-0.88
NO-ASA,PTGS2|IKBKB|INS|PTGS1,-1.05
RG-7388,MDM2|TP53,-1.4
pifithrin-mu,HSPA1A|TP53,-1.08
basimglurant,GRM5,-0.98
taladegib,DHH|IHH|SMO|PTCH1,-0.78
BRD-K88741031,EGFR,-1.09
BRD-K01815685,AHR|IDO1,-0.82
PHA-767491,CDK1|RPS6KB1,-1.08
digoxin,ATP1A1|ABCB1|RORC|SLCO1B3,-1.43
enzalutamide,AR|CYP2C19|CYP2C8|CYP3A4,-1.43
diacerein,IL1B,-0.82
SGX-523,MET,-1.13
diacerein,IL1B,-0.81
rimonabant,CNR1|IL6|GPR55,-0.85
reboxetine,SLC6A2,-0.98
cyclazosin,ADRA1B,-0.72
dexfenfluramine,SLC6A4|HTR2C,-1.0
pefloxacin,TOP2A,-0.88
AMN-082,GRM7,-1.09
nitrendipine,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,-0.92
VX-702,MAPK14|MAPK11|MAPK12,-0.93
tubacin,HDAC6,-0.99
HMN-214,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA,-1.17
tofacitinib,JAK3|JAK1|JAK2|CYP2C19|TYK2,-1.09
BRD-K54264597,NR3C2,-1.33
PLX-4720,BRAF|KDR,-0.97
sulfaphenazole,DHPS,-0.55
AR-A014418,GSK3B,-0.97
GDC-0068,AKT1|AKT2|AKT3|CYP3A5|PRKG1,-0.91
TAK-715,MAPK14|TNF,-0.71
warfarin,VKORC1|CYP2C19|CYP2C8|CYP4F2,-1.23
AG-494,EGFR,-0.86
digitoxin,ATP1A1,-1.0
zolpidem,GABRA1|GABRA2|GABRA3,-0.68
icosapent,PTGS1|PTGS2|ACSL3|ACSL4|FADS1|FFAR1|PPARD|PPARG|SLC8A1|TRPV1,-0.97
amuvatinib,KIT|FLT3|MET|PDGFRA|AXL|MST1R|RAD51|RET,-1.14
IKK-16,IKBKB,-1.03
cabergoline,DRD2|ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|PRL|ADRA1B|ADRA1D|ADRB1|ADRB2|HTR7,-0.83
oxibendazole,TUBB|TUBB4B,-1.29
irinotecan,TOP1|CYP3A5|TOP1MT,-1.22
vardenafil,PDE5A|CYP2C19|CYP2C8|CYP3A5|PDE6G|PDE6H,-0.78
GW-9662,PPARG|NCOA2|RXRA,-0.83
ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3,-0.85
PD-158780,EGFR,-0.76
NSC-663284,CDC25A|CDC25B|CDC25C,-1.19
chlorcyclizine,HRH1,-0.68
ketotifen,HRH1|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B|PDE8A|PDE8B|PGD,-1.3
fraxidin,CA12,-0.62
diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3,-0.95
castanospermine,GAA|GBA,-0.81
EMD-53998,PDE3A|TNNC1,-1.07
levonorgestrel,PGR|CYP2E1|AR|ESR1|SRD5A1,-1.04
kenpaullone,GSK3B|CDK1|CDK5|CDK2|LCK|CCNB1,-0.86
danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR,-1.24
ketotifen,HRH1|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B|PDE8A|PDE8B|PGD,-0.76
erastin,VDAC2,-1.34
carisoprodol,CYP2C19,-0.6
PHA-767491,CDK1|RPS6KB1,-1.12
alvespimycin,HSP90AA1,-1.05
alisertib,AURKA,-1.24
TW-37,BCL2|BCL2L1|MCL1,-1.18
quercetin,PIK3CG|AKR1B1|CYP2C8|EGFR|GAA|MAOA|PTPN1|SCN5A|SIRT1|XDH|ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIM1|STK17B|UGT3A1,-0.95
NMS-1286937,PLK1|FLT3|PLK2|PLK3,-0.74
diacerein,IL1B,-0.98
MGCD-265,MET|KDR|AXL,-0.91
buphenine,ADRB2,-0.9
arbutin,TYR,-0.95
mecamylamine,CHRNA2|CHRNA1|CHRNA3|CHRNA4|CHRNA6|CHRNA7,-1.02
homochlorcyclizine,HRH1,-0.79
ibudilast,PDE4A|PDE4B|PDE4C|MIF|PDE10A|PDE4D|TLR4|PDE3A|CYSLTR1|PDE11A|IL1B|IL6|PDE5A,-0.96
arofylline,PDE4A|PDE4B|PDE4C|PDE4D,-1.11
mazindol,SLC6A3|SLC6A4|SLC6A2,-1.16
domperidone,DRD2|DRD3|ABCG2|CYP3A5,-1.1
VX-745,MAPK14|MAPK11|MAPK12,-1.19
methyldopa,ADRA2A|DDC|ADRA2B|ADRA2C,-0.79
azathioprine,PPAT|HPRT1|IMPDH1,-1.49
trientine,CA14,-0.81
ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3,-1.39
deltaline,CHRNA7,-1.13
tolvaptan,AVPR2|AVPR1A,-0.98
doramapimod,MAPK14|MAPK11|MAPK12|DDR2|MAPK13,-1.41
SB-258585,HTR6,-0.9
digoxin,ATP1A1|ABCB1|RORC|SLCO1B3,-1.3
imiloxan,ADRA2B|ADRA2A,-0.86
LY-83583,GUCY1A2,-0.73
azelastine,HRH1|CYP2C19,-1.11
idalopirdine,HTR6,-1.28
SB-269970,HTR7,-0.7
DMAB-anabaseine,CHRNA7,-0.98
ABT-751,TUBB,-1.13
MRS-1754,ADORA2B,-0.71
proxyfan,HRH3,-1.04
riociguat,GUCY1A3|GUCY1B3|GUCY1A2|GUCY1B2,-0.69
MK-3207,CALCA|CALCRL|RAMP1,-0.9
isoniazid,CYP2E1|CYP1A2|CYP2C19|CYP2C8|CYP3A4,-0.86
Ro-3306,CDK1,-0.91
suvorexant,HCRTR1|HCRTR2,-0.8
verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,-1.18
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-0.75
raclopride,DRD2|DRD3|HTR1A,-0.81
BRD-K28120222,IKBKB|RELA,-0.93
nicergoline,ADRA1A,-1.05
tivozanib,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB,-1.52
PD-173074,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB,-1.22
oxibendazole,TUBB|TUBB4B,-1.33
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-1.21
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-0.86
PD-158780,EGFR,-0.71
nocodazole,HPGDS,-1.42
chlorotrianisene,ESR1|ESR2,-1.08
SR-12813,NR1I2,-1.08
AC-55649,RARB|RARA,-0.93
metergoline,HTR2A|DRD2|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2B|HTR2C|HTR5A|HTR6|HTR7,-0.81
guanfacine,ADRA2A|ADRA2B|CYP3A5|HCN1|HCN2|HCN3|HCN4|ADRA2C,-0.72
itopride,DRD2|ACHE|CHRM3,-0.68
edaravone,BCL2,-1.2
AICA-ribonucleotide,PRKAA1,-0.91
S-18986,GRIA1|GRIA2|GRIA3|GRIA4,-0.84
phenylbutyrate,CYP3A5|HDAC1,-1.02
telotristat,TPH1,-0.87
nafcillin,CYP3A4|CYP1A2|SLC22A6,-0.96
bucladesine,PRKACA,-0.82
ABT-751,TUBB,-0.98
retinol,ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG,-0.86
mirin,MRE11A,-0.9
elacridar,ABCB1,-1.0
phenylbutyrate,CYP3A5|HDAC1,-0.91
pirfenidone,TNF|MAPK14|TNFRSF1A|FURIN,-1.47
palovarotene,RARG,-0.79
flunarizine,CACNA1G|CACNA1H|CYP2J2|CACNA1I|CALM1|HRH1,-1.1
U-99194,DRD3,-0.82
rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E,-1.0
J-104129,CHRM3,-0.89
MY-5445,PDE5A,-1.14
nafamostat,ASIC1|ASIC2|ASIC3|C1R|PRSS1|TPSAB1|TRPM7,-0.95
RS-504393,CCR2|CCL2,-1.14
BRD-K43405658,EGFR,-0.96
acebutolol,ADRB1|ADRB2,-1.16
tioconazole,CYP51A1,-1.29
amiloride,SCNN1A|ASIC1|ASIC2|SCNN1B|SCNN1G|AOC1|ASIC3|PKD2|PKD2L1|PLAU|SCNN1D|SLC9A1|TRPC7|TRPV2,-0.91
goserelin,GNRHR,-0.92
AZD-1981,PTGDR2,-0.83
liothyronine,THRA|THRB,-0.68
escitalopram,SLC6A4|CYP2C19|ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3,-1.25
CNQX,GRIA1|GRIA2|GRIA3|GRIA4,-0.78
JNJ-26481585,HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|MDM2,-0.89
probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1,-1.36
testosterone,AR|CYP2C19|CYP2C8|CYP3A5|CYP19A1,-1.31
caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3,-0.92
WAY-170523,MMP13,-0.96
fenoldopam,DRD1|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD4|DRD5,-0.82
nicardipine,CACNA1C|ADORA3|ADRA1A|ADRA1B|ADRA1D|CACNA1D|CACNA2D1|CACNB2|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|PDE1A|PDE1B,-0.75
raloxifene,ESR1|ESR2|ACVRL1|ENG,-0.91
fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B,-1.28
mebendazole,TUBA1A|TUBB|TUBB4B,-0.83
SU-4312,KDR|PDGFRB,-0.71
BD-1063,SIGMAR1,-1.28
clonazepam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|TSPO,-1.07
midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG,-0.94
otamixaban,F10,-0.85
BRD-K65592642,PSEN1,-0.9
avanafil,PDE5A,-0.79
dienogest,PGR,-1.07
WZ-4002,EGFR|ERBB2,-1.06
BRD-K87919739,ERBB2,-1.1
NCS-382,GABBR1|GABBR2|SLC52A2,-1.19
ripasudil,ROCK1|ROCK2,-0.85
S-111,SLC6A2|SLC6A4|PARP1,-0.92
floxuridine,TYMS,-0.91
sulforaphane,NFE2L2,-1.19
AM-24,ALOX5|SELL,-1.35
SCH-442416,ADORA1|ADORA2A,-1.0
GP-2a,CNR2,-0.87
noscapine,BDKRB2|SIGMAR1,-0.93
butenafine,SQLE,-0.79
telcagepant,CALCRL|RAMP1|CALCA,-0.96
dilazep,SLC29A1|CACNA1C,-0.77
prednisone,NR3C1|HSD11B1,-1.24
doxazosin,ADRA1D|ADRA1A|ADRA1B|CYP2C19|KCNH2|KCNH6|KCNH7,-0.82
ergocornine,DRD2,-0.8
XMD-1150,LRRK2,-1.3
L-161982,PTGER4,-1.06
thiostrepton,FOXM1,-1.1
ABT-737,BCL2|BCL2L1|BCL2L2,-0.9
quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB,-0.89
SB-525334,TGFBR1,-1.27
AMG-837,FFAR1,-1.11
GDC-0834,BTK,-1.08
prochlorperazine,DRD2|DRD1|DRD3|DRD4,-0.86
AZD-5438,CCNB1|CCNE1|CDK1|CDK2|KCNH2,-1.07
cinchocaine,SCN5A|CALM1|SCN10A,-0.77
GP-2a,CNR2,-0.69
MBX-2982,GPR119,-1.09
flumazenil,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,-1.11
SB-705498,TRPV1,-1.14
tozasertib,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK,-1.39
entinostat,HDAC1|HDAC2|HDAC3|HDAC9,-1.06
gabexate,PRSS1|TPSAB1,-1.02
PHA-793887,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9,-0.97
arbutin,TYR,-1.36
diclofenac,PTGS1|PTGS2|CYP2C8|AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|SCN4A,-0.98
apafant,PTAFR,-0.66
PF-5274857,SMO|PTCH1,-0.87
BRD-K97440753,HTR2A|ADRA1A|ADRB1|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR3A|HTR4|HTR5A|HTR6|HTR7,-1.08
BRL-37344,ADRB3|ADRB1|ADRB2,-0.66
etizolam,GABRA1|GABRA2|GABRA3|GABRA5|PTAFR,-0.56
enprofylline,ADORA2B|PDE4A|ADORA1|ADORA2A|ADORA3|PDE4B,-0.9
rucaparib,PARP1|PARP2,-0.89
CP-94253,HTR1B,-0.6
BI-D1870,RPS6KA1|RPS6KA2|RPS6KA3|RPS6KA6,-1.14
arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4,-0.97
tetrahydrobiopterin,PAH|TH,-1.12
darunavir,CYP3A4|CYP3A5,-1.42
ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG,-1.21
NVP-AUY922,HSP90AA1|HSP90AB1,-0.84
everolimus,MTOR|CYP3A5|FKBP1A,-1.33
carmustine,GSR|TXNRD1|TXNRD2,-0.92
pyridoxine,DDC|PDXK,-0.86
lonafarnib,FNTA|HRAS|KRAS|NRAS,-1.17
treprostinil,PTGIR,-0.7
flecainide,SCN5A|KCNA5|KCNA7|SCN4A,-1.07
ipidacrine,ACHE,-1.28
tiagabine,SLC6A1|CYP2C19,-1.09
diflunisal,PTGS2|PTGS1,-1.05
ethisterone,TYR,-1.22
trap-101,OPRL1,-1.09
troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3,-1.09
ramatroban,TBXA2R|PTGDR2|CCL2,-1.21
azithromycin,MLNR,-1.13
timolol,ADRB2|ADRB1,-0.9
SB-218795,TACR3,-0.88
flubendazole,TUBB,-0.83
flavoxate,CHRM1|CHRM2,-0.77
NMS-1286937,PLK1|FLT3|PLK2|PLK3,-0.87
mebendazole,TUBA1A|TUBB|TUBB4B,-0.88
AT-7519,CDK2|CDK1|CDK9|CDK4|CDK5|CDK6,-1.15
NSC-4644,SOAT1|PYGM,-1.12
ritodrine,ADRB2,-1.17
OSI-930,KIT|KDR|PDGFB|PDGFRB,-0.95
PSB-11,ADORA3|ADORA1|ADORA2A,-1.09
aripiprazole,DRD2|HTR1A|HTR2A|HRH1|HTR1B|HTR1D|HTR2C|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD3|DRD4|DRD5|HTR1E|HTR3A|HTR6|HTR7,-0.59
maxacalcitol,VDR,-0.97
TAK-285,ERBB2|EGFR,-0.96
mirodenafil,PDE5A,-0.86
