name,target,norm_cs
tozasertib,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK,-1.13
azelastine,HRH1|CYP2C19,-0.77
ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3,-0.85
ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3,-1.37
SB-590885,BRAF,-0.99
nitrendipine,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,-0.84
BRD-K26619122,GABRA1|GABRB2|GABRG2|GLRA1|GLRB,-0.97
NSC-663284,CDC25A|CDC25B|CDC25C,-1.19
AT-7867,AKT2|ROCK2|GSK3B|PKIA|PRKACA,-0.96
PSB-36,ADORA1|ADORA2A|ADORA2B|ADORA3,-1.23
CGS-12066B,HTR1B,-1.25
voapaxar,F2R,-0.96
drospirenone,NR3C2|PGR|AR,-1.08
exemestane,CYP19A1,-1.22
triclosan,DNMT1,-1.19
triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D,-1.07
DMP-777,MPO|PI3,-1.31
fenoldopam,DRD1|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD4|DRD5,-1.25
imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET,-0.83
BRL-54443,HTR1E|HTR1F,-0.72
T-0156,PDE5A,-0.88
necrostatin-1,IDO1|KRR1|RIPK1,-0.91
IC-261,CSNK1E|CSNK1A1|CSNK1D|CSNK1G2,-0.93
TG-003,CLK1|CLK4|DYRK1A|DYRK1B,-0.74
enzalutamide,AR|CYP2C19|CYP2C8|CYP3A4,-1.0
AZD-7545,PDK2|PDK1,-1.13
masoprocol,ALOX5|IGF1R,-1.32
SC-10,PRKCA,-1.01
sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH,-0.98
levothyroxine,THRA|THRB,-1.01
metoprolol,ADRB1|ADRB2,-1.07
cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF,-0.77
REV-5901,ALOX5,-1.2
RG-14620,EGFR,-1.07
etacrynic-acid,SLC12A1|SLC12A2|ATP1A1,-0.98
CP-55940,CNR1|CNR2|GPR55,-1.23
tramiprosate,APP,-0.82
NS-3694,CASP9,-1.13
BX-912,PDPK1|AKT2|CDK2|CHEK1|GSK3B|KDR|PDK1,-1.29
pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2,-0.86
buphenine,ADRB2,-0.83
mepyramine,HRH1,-0.76
GDC-0879,BRAF,-1.37
FK-888,TACR1|TACR2,-0.95
SB-216641,HTR1D|HTR1B|HTR1A|HTR2A|HTR2B|HTR2C,-1.14
HMN-214,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA,-1.27
etomoxir,CPT1A|CPT1B,-0.55
lonidamine,GCK,-1.12
reboxetine,SLC6A2,-1.14
PD-173074,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB,-0.95
tocainide,SCN5A,-1.05
YM-976,PDE4A|PDE4B|PDE4C|PDE4D|TNF,-1.31
diflunisal,PTGS2|PTGS1,-1.21
aspirin,PTGS1|PTGS2|TP53|AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|RPS6KA3,-1.12
everolimus,MTOR|CYP3A5|FKBP1A,-1.33
albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B,-1.18
talipexole,DRD2|HTR3A|ADRA2A,-0.74
metoclopramide,DRD2|HTR4|HTR3A|CHRM1|HTR3B,-1.04
tipifarnib-P2,FNTA|FNTB,-0.79
SDM-25N,OPRD1,-0.87
phenylbutyrate,CYP3A5|HDAC1,-1.13
nefazodone,HTR2A|SLC6A4|HTR2C|SLC6A2|CYP3A5|CYP3A7|ADRA1A|ADRA1B|ADRA2A|CYP3A4|HTR1A|SLC6A3,-0.86
SD-169,MAPK14,-0.92
ruxolitinib,JAK1|JAK2|TYK2|JAK3,-1.1
halcinonide,NR3C1,-1.15
metronidazole,CYP2C8|CYP2E1|CYP3A5|CYP3A7|CYP2C9|CYP3A4,-0.75
PD-158780,EGFR,-1.16
A-443654,AKT1|AKT2,-0.62
levamisole,ALPL|ALPPL2|CHRNA3,-0.96
halcinonide,NR3C1,-0.97
NSC-4644,SOAT1|PYGM,-0.8
phenethyl-isothiocyanate,CYP2E1,-0.75
BRD-K17415526,EGFR,-0.92
floxuridine,TYMS,-0.91
rutin,AKR1C3|AKR1B1,-1.06
CAY-10594,PLD2,-1.13
DPPE,ABCB1|HRH1,-1.28
aminoguanidine,NOS2,-0.93
rifabutin,CYP3A4|HSP90AA1|HSP90B1,-0.82
alvespimycin,HSP90AA1,-0.73
CGS-20625,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6,-1.04
flavokavain-b,IKBKB,-0.96
zopiclone,GABRA1,-0.92
saracatinib,SRC|ABL1|LCK|YES1,-0.87
tanaproget,PGR,-0.98
ritodrine,ADRB2,-0.86
emedastine,HRH1,-1.01
BRD-K33211335,SIGMAR1|CYP3A5|GRIN1|CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SLC6A2|SLC6A4,-0.81
BRD-K33396764,ELOVL4|FADS1|FADS2|FFAR1|FFAR4|PTGS2|SLC8A1|TRPV1,-1.34
triprolidine,HRH1,-1.31
NVP-TAE684,ALK|INSR,-0.56
ZK-811752,CCR1,-0.81
FIT,OPRD1,-1.24
PLX-4720,BRAF|KDR,-1.17
D-64131,TUBB,-0.86
dasatinib,ABL1|FYN|LCK|SRC|KIT|YES1|EPHA2|LYN|PDGFRB|BCR|BTK|DDR1|DDR2|PDGFRA|ABL2|BLK|FGR|FRK|HCK|SRMS|STAT5B,-0.92
dolastatin-10,TUBB,-1.36
acifran,HCAR2|HCAR3,-1.16
dalcetrapib,CETP,-1.21
epirizole,PTGS1|PTGS2,-0.86
SB-756050,GPBAR1,-1.0
AVN-944,IMPDH2|IMPDH1,-1.3
VAMA-37,PRKDC,-1.32
pitavastatin,HMGCR|APOA1|CYP2C8,-0.99
PD-407824,WEE1,-1.35
GANT-61,DHH|IHH|GLI1|GLI2,-0.92
GSK-2334470,PDPK1|AURKA|AURKB|PDK1,-1.26
reversine,AURKB|ADORA3|AURKA|INCENP|MAP2K1,-1.12
raloxifene,ESR1|ESR2|ACVRL1|ENG,-1.21
manumycin-a,FNTA|IKBKB,-1.21
NU-1025,PARP1,-1.14
riociguat,GUCY1A3|GUCY1B3|GUCY1A2|GUCY1B2,-1.26
fraxidin,CA12,-0.81
L-692585,GHSR,-0.87
etofenamate,PTGS1|PTGS2,-1.45
PD-102807,CHRM4,-0.67
afatinib,EGFR|ERBB2|ERBB4,-1.28
EO-1428,MAPK11|MAPK14,-0.92
progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5,-0.68
CGP-60474,CDK1|CDK2,-1.02
TWS-119,GSK3B|JUN|MYC,-0.93
NSC-3852,HDAC1,-1.22
lisinopril,ACE|ACE2,-1.26
alvimopan,OPRM1|OPRD1|OPRK1,-1.24
doxazosin,ADRA1D|ADRA1A|ADRA1B|CYP2C19|KCNH2|KCNH6|KCNH7,-1.38
GSK-461364,PLK1,-1.02
metyrapone,CYP11B1|HSD11B1|NR3C2,-0.83
propranolol,ADRB2|ADRB3,-1.36
triamcinolone,NR3C1|SERPINA6,-0.87
fluconazole,CYP3A5|CYP3A7|CYP51A1,-0.86
erteberel,ESR2|ESR1,-0.94
orlistat,PNLIP|FASN|LIPF|DAGLA|CNR1|DAGLB,-0.79
mestranol,ESR1,-1.08
lofexidine,ADRA2A,-1.29
MPEP,GRM5|GRM1|GRM4,-1.04
amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7,-1.35
LFM-A13,BTK,-0.93
niclosamide,STAT3,-1.64
hydrocortisone-hemisuccinate,NR3C1,-1.06
CAY-10470,NFKB1|TNF,-1.21
daunorubicin,TOP2A|TOP2B,-0.84
manumycin-a,FNTA|IKBKB,-0.86
ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,-0.97
nimesulide,PTGS2|LTF|PLA2G2E|PTGS1,-0.89
ranolazine,SCN5A|SCN9A|SLC22A2|SCN10A|SCN4A,-0.91
JX-401,MAPK14,-1.04
irbesartan,AGTR1|JUN|SLC10A1,-0.99
GSK-1292263,GPR119|GRPR,-0.65
pirarubicin,TOP2A,-0.91
RS-23597-190,HTR4,-0.69
tropicamide,CHRM3|CHRM4|CHRM1|CHRM2,-0.98
brequinar,DHODH,-1.19
Ro-90-7501,APP,-1.43
doxapram,KCNK3|KCNK9,-1.13
doramapimod,MAPK14|MAPK11|MAPK12|DDR2|MAPK13,-0.95
PIK-75,PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC,-0.79
mercaptopurine,HPRT1|IMPDH1|IMPDH2|PPAT,-1.32
trapidil,PDGFRA,-1.07
SR-27897,CCKAR,-0.57
LE-300,DRD5,-0.72
thiethylperazine,DRD1|DRD2|DRD4,-0.94
aliskiren,REN,-0.8
fentiazac,PTGS1|PTGS2,-0.88
CNQX,GRIA1|GRIA2|GRIA3|GRIA4,-1.3
midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG,-0.76
MLN-4924,NAE1|UBA3,-0.97
tolazamide,ABCC8|KCNJ1|KCNJ10|KCNJ11,-0.93
testosterone-propionate,AR,-1.29
pasireotide,SSTR1|SSTR2|SSTR3|SSTR5|GH1,-1.13
avanafil,PDE5A,-0.91
apafant,PTAFR,-0.66
etazolate,GABRB3|PDE4A,-0.97
atorvastatin,HMGCR|DPP4|CYP3A5|FASLG|AHR,-0.8
mebendazole,TUBA1A|TUBB|TUBB4B,-0.93
bucladesine,PRKACA,-0.91
fludarabine,ADA|RRM1|RRM2,-1.07
tolazoline,ADRA2A|ADRA2B|ADRA2C|ADRA1A|HRH1|HRH2,-1.16
primidone,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,-0.8
ketorolac,PTGS1|PTGS2,-0.91
hydrocortisone,NR3C1,-1.34
PH-797804,MAPK14|MAPK11,-0.87
pinacidil,ABCC9|KCNJ8|ABCC8,-0.85
dalcetrapib,CETP,-1.24
BRD-K72541103,JAK3,-1.3
cortisone-acetate,NR3C1,-0.97
QS-11,ARFGAP1,-0.7
CG-930,MAPK8,-0.84
MDL-72832,HTR1A,-1.03
amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1,-1.31
NNC-55-0396,CATSPER1|CATSPER2|CATSPER3|CATSPER4,-0.78
amfepramone,SLC6A2|SLC6A3,-0.87
gliclazide,ABCC8|KCNJ11|VEGFA,-0.91
nevirapine,CYP2B6|CYP3A4|CYP2C19|CYP1A2|CYP2A6|CYP2C9|CYP2D6|CYP3A5,-1.0
indacaterol,ADRB2|ADRB1,-1.05
rebastinib,ABL1|BCR|FLT3|FGR|HCK|KDR|LYN|TEK|SRC,-0.73
etizolam,GABRA1|GABRA2|GABRA3|GABRA5|PTAFR,-0.73
withaferin-a,IKBKB|NAMPT,-0.82
iloprost,PTGIR|PTGER1|PTGER2|PDE4A|PDE4B|PDE4C|PDE4D|PLAT|PTGDR|PTGER3|PTGER4|PTGFR|TBXA2R,-0.78
RS-504393,CCR2|CCL2,-1.14
puromycin,RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13,-1.22
inositol,CDIPT|GBA,-0.85
chaetocin,SUV39H1,-0.92
ER-27319,SYK,-0.9
triptorelin,GNRHR|GNRH1,-0.85
diacerein,IL1B,-0.71
tiludronate,ATP6V1A|MMP2|PTPN1,-1.02
lobelanidine,OPRM1|SLC18A2,-1.04
LY-165163,HTR1A|HTR1D,-0.74
acifran,HCAR2|HCAR3,-0.64
triamcinolone,NR3C1|SERPINA6,-1.26
XL-147,PIK3CG|PIK3CA|PIK3CD,-0.92
ENMD-2076,AURKA|FLT3|KDR|PDGFRA|SRC|CSF1R|EPHA1|FGFR1|FGFR2|FGFR3|FLT4|KIT|PTK2,-0.74
nitrendipine,CACNA1C|CACNA1D|CACNA2D1|CACNA1H|CACNA1S|CACNA2D2|CACNB2|CACNG1|KCNN4,-1.26
triacsin-c,ACSL1,-0.88
olaparib,PARP1|PARP2|PARP3,-0.99
NAN-190,HTR1A|ADRA1A|ADRA1B|ADRA1D|HTR1F,-0.85
amodiaquine,HNMT|CYP2C8,-0.65
RS-67506,HTR4,-0.64
camptothecin,TOP1|HIF1A,-1.33
lupanine,INS,-1.34
gossypol,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF,-0.98
tagatose,PYGL,-1.12
enalapril,ACE,-1.06
oxybenzone,LIPE,-0.7
tofacitinib,JAK3|JAK1|JAK2|CYP2C19|TYK2,-0.78
propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A,-0.74
ketotifen,HRH1|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B|PDE8A|PDE8B|PGD,-0.87
BRD-K59573506,AR|ADORA1,-1.19
caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3,-1.19
proxymetacaine,SCN9A|SCN10A|SCN5A,-0.75
tetrindole,MAOA,-0.94
linezolid,MAOA|MAOB,-1.09
givinostat,HDAC2|IL1B|IL1R2|IL6R|TNF|HDAC1|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,-1.02
ML-3163,MAPK14,-1.24
BADGE,PPARG,-1.28
toremifene,ESR1|CYP3A5,-1.06
zonisamide,SCN1A|CA1|CA12|CA7|SCN11A|SCN2A|SCN3A|SCN4A|SCN5A|SCN9A|CA10|CA11|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN1B|SCN2B|SCN3B|SCN4B|SCN7A|SCN8A,-0.98
SU-11274,MET,-0.85
BRD-K09991945,GSK3B,-0.95
digoxin,ATP1A1|ABCB1|RORC|SLCO1B3,-1.43
erythromycin-ethylsuccinate,CYP3A4|MLNR|ABCB1|ALB|CYP51A1|KCNH2|SLC47A1,-1.0
thiorphan,MME,-1.18
ethisterone,TYR,-0.89
GW-3965,NR1H2|NR1H3|ABCA1,-1.12
CI-966,SLC6A1,-0.98
clenbuterol,ADRB2|ADRB1|ADRB3|NGF|TNF,-0.99
arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4,-0.9
oxyphenonium,CHRM1,-0.73
SB-743921,KIF11,-0.83
KIN001-242,RPS6KA3,-0.8
bambuterol,ADRB2|CYP2D6|BCHE,-0.89
naphazoline,ADRA1A|ADRA2A,-0.98
filgotinib,JAK1|JAK2|JAK3|TYK2,-1.4
orlistat,PNLIP|FASN|LIPF|DAGLA|CNR1|DAGLB,-1.14
tretinoin,RARG|RORB|RARA|RARB|ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARRES1|RORC|RXRB|RXRG,-0.99
sotalol,ADRB1|ADRB2|KCNH2,-1.0
LE-135,RARB,-0.84
VX-765,CASP1|IL18R1,-0.82
profenamine,CHRM1|BCHE|CHRM2|GRIN3A,-0.85
SB-200646,HTR2B|HTR2C,-0.71
voreloxin,TOP2A|PRKDC,-0.95
megestrol-acetate,PGR|NR3C1,-0.96
galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG,-0.84
lapatinib,EGFR|ERBB2|CYP3A5,-0.84
betahistine,HRH3|HRH1,-0.56
oxatomide,HRH1,-1.1
rimexolone,NR3C1|SERPINA6,-0.54
KHS-101,TACC3,-0.85
gimeracil,DPYD,-0.97
deguelin,AKT1,-0.78
drospirenone,NR3C2|PGR|AR,-1.23
EO-1428,MAPK11|MAPK14,-1.18
CP-466722,ATM,-0.85
ribavirin,IMPDH1|ADK|ENPP1|IMPDH2|NT5C2,-1.07
medrysone,NR3C1,-1.28
nocodazole,HPGDS,-0.75
CAY-10415,INS,-0.72
GSK-1292263,GPR119|GRPR,-0.79
JNK-9L,MAPK8,-1.15
H-9,PRKACA,-0.79
lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A,-0.83
AG-490,JAK2|JAK3|STAT3|EGFR,-1.17
BRD-K03670461,EGFR,-1.05
SB-705498,TRPV1,-1.14
SGI-1776,PIM1|FLT3|PIM2|PIM3,-1.09
DPCPX,ADORA1|CFTR|ADORA2A|ADORA2B|ADORA3,-1.11
AICA-ribonucleotide,PRKAA1,-0.73
SK-383933,DRD1|DRD5,-0.81
AS-604850,PIK3CG|PIK3CA,-0.87
oxalomalic-acid,ACO1|IDH1,-1.04
taranabant,CNR1,-1.04
ixazomib,PSMB1,-1.22
biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6,-1.16
UNC-669,L3MBTL1|L3MBTL3,-1.02
KB-R7943,SLC8A1|TRPC3|TRPC5|TRPC6,-1.03
naftifine,SQLE,-0.88
pirarubicin,TOP2A,-1.16
etazolate,GABRB3|PDE4A,-1.07
TTNPB,RARB|RARA|RARG,-0.93
timonacic,ANXA5,-0.66
metenkephalin,OGFR|OPRD1,-0.73
indirubin,CDK1|CDK5|CDK2|CDK4|GSK3B|GSK3A,-0.65
XL-147,PIK3CG|PIK3CA|PIK3CD,-1.11
AVL-292,BTK|EGFR|ITK|JAK3|YES1,-1.19
istaroxime,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2,-1.2
fulvestrant,ESR1|EPHX2|ESR2|GPER1,-0.72
SANT-1,SMO|DHH|IHH|PTCH1|SHH,-0.61
GYKI-52466,GRIA1|GRIA2|GRIA3|GRIA4,-0.94
carmoxirole,DRD2,-0.88
cyclosporin-a,PPIA|PPP3CA,-0.78
ganetespib,HSP90AA1|WT1,-0.81
RS-23597-190,HTR4,-0.83
SC-560,PTGS1,-0.72
levalbuterol,ADRB2,-1.08
sarcosine,SLC6A9,-1.16
BRD-K73261812,CTNNB1,-0.84
iloprost,PTGIR|PTGER1|PTGER2|PDE4A|PDE4B|PDE4C|PDE4D|PLAT|PTGDR|PTGER3|PTGER4|PTGFR|TBXA2R,-0.88
NU-1025,PARP1,-1.05
PSB-11,ADORA3|ADORA1|ADORA2A,-1.09
VU-0415374-1,GRM4,-1.08
saracatinib,SRC|ABL1|LCK|YES1,-0.99
FR-180204,MAPK1|MAPK3,-1.05
prochlorperazine,DRD2|DRD1|DRD3|DRD4,-0.82
thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2,-0.81
CHIR-99021,CDK1|GSK3A|GSK3B|MAPK1,-1.48
eugenol,MAOA|AR,-1.34
ATN-161,ITGA5|ITGAV|ITGB1|ITGB3|ITGB5,-1.22
batimastat,MMP1|ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,-0.81
fluticasone,NR3C1|PGR,-0.77
cromoglicic-acid,KCNMA1|S100P,-1.0
ORG-9768,SLC6A2|ADRA2A,-0.96
cianidanol,FASN|SCN5A|PTGS1,-1.17
perospirone,DRD2|HTR2A|HTR2C|DRD3|DRD4,-0.92
ORG-9768,SLC6A2|ADRA2A,-1.28
PD-102807,CHRM4,-0.95
ursodiol,NFE2L2|NR1H4,-0.71
valsartan,AGTR1,-0.85
DUP-697,PTGS2,-0.98
BRD-K33211335,SIGMAR1|CYP3A5|GRIN1|CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SLC6A2|SLC6A4,-1.09
BRD-K67174965,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11,-0.98
strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB,-0.77
bifemelane,SLC6A2|MAOA|MAOB,-1.39
BRD-K14965640,PTGS2|PTGS1|ASIC1|BCL2|CFTR|FABP2|PLAT|PPARG|SLC5A8|THBD,-1.13
BRD-A36707673,NR1H3|NR1H2,-0.63
aminomethyltransferase,NOS2,-0.89
ryuvidine,CDK4|CDK2,-1.96
torcitabine,DCK|TK2,-1.23
clomipramine,SLC6A4|SLC6A2|CYP2C19|GSTP1|HTR2A|HTR2B|HTR2C|SLC6A3,-1.02
lobaric-acid,PTPN1,-0.85
losartan,AGTR1,-1.06
tyrphostin,ERBB2,-1.22
SKF-77434,DRD1,-0.91
dexketoprofen,PTGS2|PTGS1,-1.14
quercetin,PIK3CG|AKR1B1|CYP2C8|EGFR|GAA|MAOA|PTPN1|SCN5A|SIRT1|XDH|ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIM1|STK17B|UGT3A1,-0.96
LFM-A13,BTK,-1.0
tenovins,SIRT1|SIRT2,-1.05
LFM-A13,BTK,-1.24
calcitriol,VDR|CYP3A5,-1.27
ramipril,ACE,-1.04
loxapine,DRD2|DRD3|DRD4|HTR2A|HTR2C|DRD1|HRH1|HTR6|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR3A|HTR5A|HTR7|SLC6A2|SLC6A3|SLC6A4,-0.92
oxatomide,HRH1,-1.0
capsazepine,TRPV1|TRPV4,-1.06
BMS-191011,KCNMA1,-0.66
LY-225910,CCKBR,-1.35
canertinib,EGFR|ERBB2|ERBB4|AKT1,-1.18
biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6,-1.5
sotalol,ADRB1|ADRB2|KCNH2,-0.86
niguldipine,ADRA1A|CACNA1C,-1.33
cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF,-1.25
EVP-6124,CHRNA7,-0.74
NSC-95397,CASP3|CDC25A|CDC25B,-1.08
pifithrin-mu,HSPA1A|TP53,-1.18
CG-930,MAPK8,-1.07
spironolactone,NR3C2|KCNA5|KCND3|SCNN1A|AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|PGR|SHBG,-0.86
JTE-907,CNR2,-1.14
SC-560,PTGS1,-0.77
arbutin,TYR,-1.06
triamcinolone,NR3C1|SERPINA6,-0.72
zileuton,ALOX5,-0.86
troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3,-0.72
L-745870,DRD4|DRD1|DRD2|DRD3|HTR1A|HTR2A|HTR6|HTR7,-0.77
NBI-27914,CRHR1,-0.95
rucaparib,PARP1|PARP2,-1.19
lenvatinib,KDR|FLT4|FGFR1|FLT1|KIT|FGFR2|FGFR3|FGFR4|PDGFB|PDGFRB|RET,-0.78
lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A,-0.91
NGB-2904,DRD3,-1.11
levothyroxine,THRA|THRB,-1.22
