name,target,norm_cs
diltiazem,CACNA1C|CYP3A5|CYP3A7|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5,-0.68
levomepromazine,DRD2|DRD3|DRD4|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD5|HRH1|HTR2A|HTR2C,-1.03
tenovins,SIRT1|SIRT2,-1.29
tipifarnib-P2,FNTA|FNTB,-0.86
pirlindole,MAOA|SLC6A2|SLC6A4,-1.27
pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2,-0.65
AZD-5438,CCNB1|CCNE1|CDK1|CDK2|KCNH2,-0.94
ambroxol,GBA|CYP3A4,-0.76
paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1,-1.05
methantheline,CHRM1|HRH2,-1.03
AM-580,RARA,-0.67
ropivacaine,SCN9A|SCN10A,-0.72
GSK-2334470,PDPK1|AURKA|AURKB|PDK1,-0.91
KIN001-127,ITK,-0.6
budesonide,NR3C1|CYP3A5|CYP3A7,-1.47
prednisone,NR3C1|HSD11B1,-0.86
quinpirole,DRD2|DRD3|DRD4,-1.15
altrenogest,PGR,-0.84
XE-991,KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5,-0.95
beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3,-1.36
CX-4945,CSNK2A1|CSNK2A2|CSNK2B|DAPK3|HIPK3,-0.81
BMS-754807,IGF1R|AKT1,-0.94
GSK-256066,PDE4A|PDE4B|PDE4C|PDE4D,-0.76
benzbromarone,SLC22A12|ABCC1,-1.31
olomoucine,CDK1|CDK2|CDK5|MAPK1,-0.95
riboflavin,BLVRB|RFK,-0.85
ABT-751,TUBB,-0.77
lidocaine,SCN5A|SCN10A|SCN9A|EGFR|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN7A|SCN8A,-1.16
carmoxirole,DRD2,-1.01
spironolactone,NR3C2|KCNA5|KCND3|SCNN1A|AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|PGR|SHBG,-0.99
GDC-0152,BIRC2|BIRC3|BIRC7|XIAP,-0.54
BMS-345541,IKBKB|CHUK,-1.01
DH-97,MTNR1B,-0.84
brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-1.01
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-1.21
RS-23597-190,HTR4,-0.69
clotrimazole,KCNN4|CYP51A1|CYP3A4|NR1I2|NR1I3|TRPM2|TRPM4|TRPM8,-0.99
macelignan,PPARA|PPARG,-0.99
CCT-031374,CTNNB1,-0.77
DCPIB,SLC1A2,-1.17
rosmarinic-acid,MCL1|TYR,-0.96
ganaxolone,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6,-0.94
fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7,-1.06
pifithrin-mu,HSPA1A|TP53,-0.97
BRD-K49657628,EGFR,-0.46
MGCD-265,MET|KDR|AXL,-0.83
MDL-72832,HTR1A,-1.03
ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,-0.97
apafant,PTAFR,-0.99
NU-1025,PARP1,-1.07
AMG-208,MET,-0.82
MD-920,AADACL2,-1.07
duloxetine,SLC6A2|SLC6A4|SLC6A3|HTR2A|HTR2C|HTR6,-0.74
mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2,-1.02
clonidine,ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B|ADRA1D,-0.7
rilmenidine,NISCH|ADRA2A,-0.85
BAY-11-7082,RELA,-1.11
ML-179,NR5A2,-1.1
betamethasone,NR3C1,-0.84
PF-04620110,DGAT1,-0.55
tocainide,SCN5A,-0.81
ICI-89406,ADRB1|ADRB2,-1.11
brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,-0.61
drospirenone,NR3C2|PGR|AR,-0.85
cilostamide,PDE3A|PDE3B,-1.0
furosemide,SLC12A1|SLC12A2|CA2|GPR35,-0.75
betahistine,HRH3|HRH1,-1.06
erythromycin-ethylsuccinate,CYP3A4|MLNR|ABCB1|ALB|CYP51A1|KCNH2|SLC47A1,-1.13
DL-PDMP,UGCG|ASAH1,-0.6
enalapril,ACE,-0.67
adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG,-0.87
nepafenac,PTGS2|PTGS1,-0.76
irinotecan,TOP1|CYP3A5|TOP1MT,-1.22
rimexolone,NR3C1|SERPINA6,-1.07
GDC-0349,PIM3|PIK3CA,-0.9
MGCD-265,MET|KDR|AXL,-0.89
levonorgestrel,PGR|CYP2E1|AR|ESR1|SRD5A1,-1.0
GR-144053,ITGB3|ITGA2B,-1.0
phenytoin,SCN1A|SCN2A|SCN5A|ABCB1|CYP2B6|CYP2C19|CYP3A4|SCN10A|SCN11A|SCN3A|SCN4A|SCN7A|SCN8A|SCN9A,-1.06
GSK-1904529A,IGF1R|INSR,-0.76
dalfampridine,KCNA10|KCNA5|KCNB2|KCND1|KCNA1|KCNA2|KCNA3|KCNA4|KCNA6|KCNA7|KCNB1|KCNC1|KCNC2|KCNC3|KCND2|KCND3|KCNC4|KCNF1|KCNG1|KCNG2|KCNG3|KCNG4|KCNH1|KCNH2|KCNH3|KCNH4|KCNH5|KCNH6|KCNH7|KCNH8|KCNJ13|KCNJ5|KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5|KCNS1|KCNS2|KCNS3|KCNV1|KCNV2,-1.07
sibutramine,SLC6A2|SLC6A4|SLC6A3|CYP2B6|CYP2C19|CYP3A5,-1.24
nutlin-3,MDM2|TP53,-0.96
domperidone,DRD2|DRD3|ABCG2|CYP3A5,-1.14
celecoxib,PTGS2|CASP3|CYP2C19|CA12|PDPK1,-0.86
deflazacort,NR3C1,-1.09
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-1.08
travoprost,PTGFR,-1.13
merimepodib,IMPDH1,-1.14
GW-0742,PPARD|INS,-1.1
fasudil,ROCK1|ROCK2|PKIA|PRKACA,-0.86
diclofenamide,CA1|CA2|CA4|CA12|CA7,-1.01
vernakalant,KCNA5|KCNJ3|KCNJ5|SCN5A,-0.98
veliparib,PARP1|PARP2,-0.74
mirin,MRE11A,-0.99
BIBR-1532,TERT,-0.68
BRD-K89997465,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.77
trifluridine,TYMS,-0.54
indirubin,CDK1|CDK5|CDK2|CDK4|GSK3B|GSK3A,-1.11
OSI-930,KIT|KDR|PDGFB|PDGFRB,-0.97
carbachol,CHRM1|CHRM2|CHRNA2|CHRM3|CHRM4|CHRM5,-0.86
splitomycin,SIRT2|SIRT1,-0.92
dalcetrapib,CETP,-1.21
pifithrin-alpha,TP53,-0.87
gossypol,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF,-0.98
danusertib,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|BCR|SLK,-0.78
fluticasone-propionate,NR3C1|PGR|CYP3A5|CYP3A7|NR3C2|PLA2G4A,-0.67
rupatadine,HRH1|PTAFR,-1.29
SC-9,PRKCA,-0.52
noretynodrel,PGR,-1.05
rosiglitazone,PPARG|CYP2C8|INS|ACSL4|FFAR1|TRPC5|TRPM3,-0.67
bisoprolol,ADRB1|ADRB2,-0.94
ODQ,GUCY1A2|GUCY1A3|GUCY1B3,-1.11
tropisetron,HTR3A|GLRA1|GLRA2|GLRB|HTR4,-0.77
IOWH-032,CFTR,-1.01
Ro-10-5824,DRD4,-1.06
RVX-208,APOA1|BRD4|BRD3,-0.7
taladegib,DHH|IHH|SMO|PTCH1,-0.8
benperidol,DRD2,-0.98
triciribine,AKT1|AKT2|AKT3,-0.97
promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C,-0.71
UNC-0646,EHMT2,-1.34
AT-7519,CDK2|CDK1|CDK9|CDK4|CDK5|CDK6,-1.25
riociguat,GUCY1A3|GUCY1B3|GUCY1A2|GUCY1B2,-1.09
FGIN-1-43,TSPO,-0.81
losartan,AGTR1,-0.69
finasteride,SRD5A2|SRD5A1|AR|AKR1D1,-0.91
ITE,AHR,-0.9
floxuridine,TYMS,-0.91
diphenhydramine,HRH1,-0.79
dexamethasone,NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2,-1.11
KU-C103428N,NFE2,-0.99
WT-171,HDAC6,-0.82
tropicamide,CHRM3|CHRM4|CHRM1|CHRM2,-0.9
enzastaurin,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG,-1.12
AZD-1480,JAK1|JAK2|JAK3,-0.84
amrinone,PDE3A|PDE3B|PDE4B|TNF,-0.87
urapidil,HTR1A,-1.36
GW-842166,CNR2,-1.07
latrepirdine,HTR6|GRIN2B|HRH1,-0.85
rivaroxaban,F10|CYP2J2|CYP3A5,-0.77
AICA-ribonucleotide,PRKAA1,-1.03
ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9,-0.81
carprofen,PTGS2|PTGS1,-1.0
vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9,-1.04
alda-1,ALDH2,-1.07
ercalcitriol,VDR,-1.28
idarubicin,TOP2A,-0.89
SB-525334,TGFBR1,-1.12
BRD-K33583600,AKR1B1|HRH2|SIRT1|GABBR1,-0.91
BRD-A36707673,NR1H3|NR1H2,-0.83
DH-97,MTNR1B,-1.19
lansoprazole,ATP4A|CYP2C19|CYP3A4|CYP3A5|ATP4B,-0.81
SB-590885,BRAF,-1.14
meisoindigo,STAT3,-0.67
alverine,HTR1A,-1.2
ZM-447439,AURKA|AURKB,-1.32
aminoguanidine,NOS2,-1.17
metronidazole,CYP2C8|CYP2E1|CYP3A5|CYP3A7|CYP2C9|CYP3A4,-0.75
zaprinast,PDE5A|GPR35|PDE1A|PDE4D|PDE9A,-1.17
TCS-359,FLT3,-0.94
PF-3845,FAAH,-1.19
ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3,-0.85
BRD-K22969690,CYP2C19|CD55,-0.74
sulfinpyrazone,ABCC1|SLC22A12|ABCC2|FPR1,-0.57
eptifibatide,ITGA2B|ITGB3,-0.9
nimodipine,CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR,-0.57
sufentanil,OPRM1|OPRD1|OPRK1,-0.99
masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA,-1.34
bumetanide,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5,-1.18
midodrine,ADRA1A|ADRA1B|ADRA1D,-0.71
timolol,ADRB2|ADRB1,-1.12
NVP-AUY922,HSP90AA1|HSP90AB1,-0.62
RITA,MDM2|TXNRD1|TXNRD2,-1.38
ftorafur,TYMS,-0.78
EMD-84,AGTR1,-0.84
piceid,XDH,-1.18
ICI-199441,OPRK1|CYP2D6|OPRD1|OPRM1|UTS2R,-0.79
azithromycin,MLNR,-0.92
zonisamide,SCN1A|CA1|CA12|CA7|SCN11A|SCN2A|SCN3A|SCN4A|SCN5A|SCN9A|CA10|CA11|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN1B|SCN2B|SCN3B|SCN4B|SCN7A|SCN8A,-0.98
KIN001-055,JAK3,-1.24
altanserin,HTR2A|HTR2C,-0.94
thenoyltrifluoroacetone,CES1,-0.74
SR-27897,CCKAR,-0.72
AQ-RA741,CHRM2,-0.64
auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1,-0.94
SDZ-205-557,HTR4|HTR3A|HTR3B,-0.97
timolol,ADRB2|ADRB1,-0.97
XMD-885,MAPK7|LRRK2,-1.02
AICA-ribonucleotide,PRKAA1,-0.87
urapidil,HTR1A,-0.66
paroxetine,SLC6A4|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2A|SLC6A2,-0.9
AZD-3463,ALK|IGF1R,-1.18
KB-R7943,SLC8A1|TRPC3|TRPC5|TRPC6,-0.83
irbesartan,AGTR1|JUN|SLC10A1,-0.88
H-89,PRKACA|KCNA2|KCNA3|KCNA5|KCNAB2|KCNC1|KCNC2|KCNC3|KCNE1|KCNE2|KCNE3|KCNE4|KCNH1|KCNH2|KCNQ1|KCNQ2|KCNQ3|KCNQ5|KCNS3|GSG2|PKIA,-1.02
PHA-793887,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9,-1.33
elacridar,ABCB1,-0.92
FK-866,NAMPT|PARP1,-1.04
NNC-55-0396,CATSPER1|CATSPER2|CATSPER3|CATSPER4,-0.93
BRD-K09991945,GSK3B,-1.08
ketotifen,HRH1|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B|PDE8A|PDE8B|PGD,-0.76
saquinavir,CYP3A5|CYP3A4,-1.44
everolimus,MTOR|CYP3A5|FKBP1A,-1.33
spiramide,HTR2A|HTR1A,-0.93
diltiazem,CACNA1C|CYP3A5|CYP3A7|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5,-0.82
tyrphostin-47,EGFR,-1.35
carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A,-1.31
cytisine,CHRNA4|CHRNB2|CHRNA2|CHRNA3|CHRNA7|CHRNA6|CHRNB4,-0.82
enoxacin,TOP2A,-1.11
strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB,-1.01
maribavir,PYGM,-0.73
PD-407824,WEE1,-1.53
PD-0325901,MAP2K1|MAP2K2,-0.99
volasertib,PLK1,-1.37
desmopressin-acetate,AVPR2|AVPR1A|AVPR1B|OXTR,-0.65
mitotane,CYP11B1|CYP11A1|CYP3A4|ESR1|FDX1,-0.83
BRD-A63236097,NFKB1,-1.04
flutamide,AR|CYP2C19|AHR,-0.62
hexamethylenebisacetamide,AKT1,-0.85
piceid,XDH,-0.98
SKF-96365,CYP3A4|TRPC1|PKD2|TRPC3|TRPC4|TRPC5|TRPV2,-1.09
SB-216641,HTR1D|HTR1B|HTR1A|HTR2A|HTR2B|HTR2C,-0.86
fananserin,HTR2A|DRD4,-1.06
lonidamine,GCK,-1.1
ORE-1001,ACE2,-1.01
everolimus,MTOR|CYP3A5|FKBP1A,-1.01
mozavaptan,AVPR2|AVPR1A|AVPR1B,-1.65
lofexidine,ADRA2A,-1.19
QS-11,ARFGAP1,-1.44
dolasetron,HTR3A,-0.92
BRD-K92980438,HK2,-0.88
GR-55562,HTR1B,-1.01
UNC-0638,EHMT1|EHMT2,-0.83
triclosan,DNMT1,-1.19
imipramine,SLC6A2|SLC6A4|CHRM2|CYP2C19|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|SLC6A3,-0.58
valdecoxib,PTGS2|CYP2C19|CA12,-0.99
etacrynic-acid,SLC12A1|SLC12A2|ATP1A1,-1.07
NS-1619,KCNMA1,-0.82
trapidil,PDGFRA,-0.91
kenpaullone,GSK3B|CDK1|CDK5|CDK2|LCK|CCNB1,-0.86
betaxolol,ADRB1|ADRB2,-1.05
triptorelin,GNRHR|GNRH1,-1.24
IBC-293,HCAR3,-0.99
tioconazole,CYP51A1,-0.74
SC-19220,PTGER1,-0.78
L-368899,OXTR|OXT|AVPR1A|AVPR2,-0.82
sofalcone,HPGD|CBR1,-0.78
E-4031,KCNH2|KCNH1,-1.04
siguazodan,PDE3A,-1.15
diflunisal,PTGS2|PTGS1,-0.9
benperidol,DRD2,-1.07
cytochalasin-d,ACTA1,-1.07
etoricoxib,PTGS2,-0.9
thioridazine,DRD2|HTR2A|DRD1|HTR2C|CHRNA7|MALT1|ADRA1A|ADRA1B|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR6|HTR7|KCNH2,-0.76
verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,-0.98
MY-5445,PDE5A,-1.26
PCI-34051,HDAC8|IL1B|HDAC1|HDAC10|HDAC6,-0.98
cerulenin,FASN,-1.48
ZD-2079,ADRB3,-0.77
SU-1498,ERBB2,-1.29
maribavir,PYGM,-0.93
indirubin,CDK1|CDK5|CDK2|CDK4|GSK3B|GSK3A,-1.07
diprotin-a,DPP4,-1.01
ipidacrine,ACHE,-1.28
pitavastatin,HMGCR|APOA1|CYP2C8,-0.75
GSK-2636771,PIK3CB,-1.03
olaparib,PARP1|PARP2|PARP3,-0.97
duloxetine,SLC6A2|SLC6A4|SLC6A3|HTR2A|HTR2C|HTR6,-0.99
lapatinib,EGFR|ERBB2|CYP3A5,-1.14
obatoclax,BCL2|BCL2L1|MCL1,-0.78
alvocidib,CDK2|CDK4|CDK1|CDK6|CDK7|CDK9|CDK5|CDK8|EGFR|PYGM|BCL2|BIRC5|CCNT1|MCL1|XIAP,-0.86
pepstatin,CTSB|CTSD|CTSL|REN,-1.19
etidronic-acid,PTPRS|FDPS|ATP6V1A,-0.75
HU-211,CNR1|CNR2|GRIN1,-0.6
isoxicam,PTGS1|PTGS2,-0.99
PCI-24781,HDAC1|HDAC2|HDAC3|HDAC6|HDAC10|HDAC8,-1.59
T-98475,GNRHR,-0.82
otenzepad,CHRM2|CHRM1|CHRM3|CHRM4|CHRM5,-0.98
niclosamide,STAT3,-0.97
Y-27632,ROCK1|ROCK2|LRRK2|PKIA|PKN2|PRKACA|PRKCE,-1.09
BRD-K92980438,HK2,-0.96
balicatib,CTSK,-0.95
K-858,KIF11,-1.12
imipramine,SLC6A2|SLC6A4|CHRM2|CYP2C19|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|SLC6A3,-0.9
tolazoline,ADRA2A|ADRA2B|ADRA2C|ADRA1A|HRH1|HRH2,-1.08
MRS-1754,ADORA2B,-0.79
BMS-345541,IKBKB|CHUK,-0.92
LY-2784544,JAK2|JAK3,-0.87
ampalex,GRIA1|GRIA2|GRIA3|GRIA4,-0.89
azasetron,HTR3A|HTR3B,-0.85
ulipristal,PGR,-1.04
lupanine,INS,-1.1
RG-14620,EGFR,-1.07
clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A,-1.27
SR-59230A,ADRB3|ADRB1|ADRB2,-0.9
RG-7388,MDM2|TP53,-1.4
daunorubicin,TOP2A|TOP2B,-1.0
diphenidol,CHRM1|CHRM3|CHRM4|CHRM2,-1.16
nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA,-0.83
clocortolone-pivalate,NR3C1|PLA2G1B,-1.18
Y-134,ESR1|ESR2,-0.88
fludarabine,ADA|RRM1|RRM2,-1.07
desloratadine,HRH1,-0.85
HG-5-88-01,COQ8B|EGFR,-1.36
ataluren,DMD|CFTR|F8|F9,-1.25
aminoglutethimide,CYP19A1|CYP11A1|NR3C1,-1.24
spironolactone,NR3C2|KCNA5|KCND3|SCNN1A|AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|PGR|SHBG,-0.59
CMPD-1,GNRHR|MAPK14,-1.04
nTZDpa,PPARG,-1.3
hydrocortisone-phosphate,ANXA1|NOS2|NR3C1,-0.81
KU-0063794,MTOR,-1.07
linagliptin,DPP4,-1.01
reserpine,SLC18A2|SLC18A1,-0.96
ON-01910,PLK1|CDK1|FLT1|FYN|PDGFRA|PLK2|SRC,-0.98
anandamide,CNR1|CNR2|TRPV1|KCND3|CACNA1G|CACNA1H|CACNA1I|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8,-0.84
semagacestat,PSEN1,-0.96
guvacine,SLC6A1|SLC6A11|SLC6A12|SLC6A13,-0.81
triclabendazole,DNMT1,-0.6
NAN-190,HTR1A|ADRA1A|ADRA1B|ADRA1D|HTR1F,-0.85
diosmin,AHR,-0.94
EI-247,INSR,-0.72
triciribine,AKT1|AKT2|AKT3,-0.77
blonanserin,DRD2|HTR2A,-0.96
CYT-387,JAK1|JAK2|JAK3,-1.1
gefitinib,EGFR|CYP2C19,-0.78
pitavastatin,HMGCR|APOA1|CYP2C8,-1.27
ketotifen,HRH1|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B|PDE8A|PDE8B|PGD,-0.81
clonidine,ADRA2A|ADRA2B|ADRA2C|ADRA1A|ADRA1B|ADRA1D,-1.03
saquinavir,CYP3A5|CYP3A4,-1.23
suvorexant,HCRTR1|HCRTR2,-0.75
losmapimod,MAPK14,-0.96
ABT-751,TUBB,-0.79
AQ-RA741,CHRM2,-0.93
EMD-386088,HTR6,-0.74
bendroflumethiazide,SLC12A3|CA1|CA2|CA4|KCNMA1|SLC12A1,-1.17
thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2,-0.88
nafcillin,CYP3A4|CYP1A2|SLC22A6,-0.95
betamethasone,NR3C1,-1.02
histamine,HRH2|HRH1|HRH3|HRH4|NOX3,-0.99
everolimus,MTOR|CYP3A5|FKBP1A,-1.71
noscapine,BDKRB2|SIGMAR1,-1.15
AZ-10417808,CASP3,-1.16
nicotine,CHRNA10|CHRNA4|CHRNA9|CHRNB2|AOX1|CYP2B6|CHAT|CHRNA2|CHRNA3|CHRNA5|CHRNA6|CHRNA7|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,-1.11
donepezil,ACHE|HTR2A,-0.84
pitavastatin,HMGCR|APOA1|CYP2C8,-1.24
PRT-062607,SYK|FGR|MAP3K9,-0.97
galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG,-1.18
dihydrodeoxygedunin,NTRK2,-1.01
benproperine,SCN5A,-1.03
topiroxostat,XDH,-0.93
bicalutamide,AR|CYP2C19,-0.94
aliskiren,REN,-0.89
veliparib,PARP1|PARP2,-0.79
semaxanib,KDR|FLT1|KIT|PDGFRB|FLT3|MET|FGFR1|PDGFRA|RET,-0.83
cyclosporin-a,PPIA|PPP3CA,-0.57
kenpaullone,GSK3B|CDK1|CDK5|CDK2|LCK|CCNB1,-0.93
aprepitant,TACR1|CYP2C19,-1.09
oxymetholone,AR,-1.28
valproic-acid,HDAC1|SCN1A|SCN3A|ABAT|ALDH5A1|ACADSB|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1B|SCN2A|SCN2B|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A,-1.17
metergoline,HTR2A|DRD2|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2B|HTR2C|HTR5A|HTR6|HTR7,-0.86
pazopanib,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3,-1.0
AMD-11070,CXCR4,-0.95
BMS-191011,KCNMA1,-1.26
pinacidil,ABCC9|KCNJ8|ABCC8,-0.85
